uid,iid,val,tag
157,1840,4,977243104
157,1866,5,977242756
157,2613,5,977243417
157,2614,2,977242756
159,3,4,1016380849
159,15,3,977219844
159,26,3,977219644
159,44,4,977219710
159,58,2,977219958
159,64,3,977219674
159,86,3,977220010
159,104,4,977219812
159,113,4,977219922
159,213,3,977219711
159,237,3,977219844
159,519,3,1016380849
159,545,5,1016380849
159,609,4,977219812
159,613,5,977219988
159,872,3,1016381272
159,896,4,977219711
159,1131,3,977219844
159,2033,3,1016380953
159,2590,4,1016380918
163,3,4,1016839462
163,26,5,977201429
163,115,5,1016838794
163,153,4,977201551
163,171,5,977201597
163,216,5,1016838931
163,236,5,1016838931
163,424,5,1016838880
163,444,4,1016597478
163,531,4,1016839415
163,545,5,1030839253
163,560,4,1016839111
163,571,5,1016839056
163,610,4,977201597
163,669,4,977201518
163,684,4,1016838737
163,721,3,1016839023
163,726,5,1016839023
163,1260,5,1016839089
163,1498,5,1016597413
163,1534,4,1016838984
163,1568,4,977201518
163,1675,5,1016597413
163,1727,3,977201597
163,2092,4,1016838961
163,2650,4,1016597478
167,26,5,977176300
167,33,2,977177039
167,40,4,977177003
167,44,5,977176628
167,51,5,977176495
167,124,4,977176646
167,131,3,977176793
167,177,5,977176751
167,189,3,977176300
167,273,5,977176793
167,315,4,977176508
167,350,4,977176521
167,390,3,977177053
167,434,4,977176395
167,454,2,977176455
167,456,4,977176409
167,533,4,977177120
167,641,4,977176279
167,695,5,977176772
167,755,5,977176918
167,771,5,977176813
167,799,3,977177073
167,904,5,977176938
167,1018,1,977177022
167,1070,5,977176970
167,1125,1,977176918
170,15,4,977166458
170,23,5,977166292
170,68,4,977166458
170,86,3,977166637
170,95,4,977166262
170,246,4,977167096
170,276,4,977166964
170,309,5,977166964
170,406,3,977166458
170,415,4,977166419
170,660,3,977166490
170,669,4,977166323
170,741,5,977166323
170,766,4,977166262
170,792,4,977166262
170,795,4,977166938
170,945,4,977167096
170,955,4,977167096
170,1682,5,977166964
170,1843,4,977167038
170,2130,3,977167008
170,2504,5,977166985
170,2510,4,977167038
170,2680,3,977166938
171,41,3,977164808
171,64,3,977164765
171,76,4,977164808
171,121,4,977164923
171,140,3,977164765
171,218,3,977164964
171,276,4,977164861
171,338,4,977164923
171,746,4,977164788
171,795,3,977164861
171,945,5,977164923
171,960,5,977164923
171,994,2,977164765
171,1120,4,977164861
171,1237,3,977164923
171,1240,5,977164923
171,1449,3,977164947
171,1450,4,977164947
171,1451,3,977164923
171,1456,4,977164947
171,1498,3,977164765
171,1662,3,977164978
171,2294,4,977164923
196,5,5,977003742
196,22,2,977003715
196,52,5,977004310
196,84,5,977004238
196,85,4,977004284
196,104,5,977029046
196,109,5,977004334
196,113,3,977003680
196,117,2,977003650
196,128,4,977004030
196,147,3,977004414
196,167,5,977003951
196,353,2,977004480
196,437,3,977004480
196,499,4,977004785
196,505,5,977004098
196,524,4,977004257
196,527,4,977004178
196,831,3,977004002
196,902,4,977003680
196,1228,4,977004146
196,2394,5,977028998
199,3,5,976958202
199,4,3,976958024
199,184,4,976957992
199,231,2,976958024
199,277,4,976957926
199,315,3,976958202
199,352,3,976957970
199,354,2,976958156
199,360,5,976957970
199,418,4,976957604
199,464,5,976957604
199,512,4,976957970
199,531,4,976958135
199,779,5,976958135
199,788,2,976957926
199,862,5,976957420
199,866,5,976957992
199,919,2,976958202
199,927,2,976957970
199,932,2,976958156
199,1080,4,976957366
199,1383,2,976957387
199,1841,5,976957420
199,1853,3,976957970
199,2160,3,976957387
199,2268,1,976957604
206,15,2,976917462
206,27,4,976917387
206,64,4,976917326
206,104,5,976917441
206,113,3,976917529
206,124,5,976917346
206,237,4,976917462
206,267,4,976917542
206,499,4,976917462
206,531,4,976917477
206,533,3,976917513
206,544,1,976917582
206,702,3,976917513
206,764,4,976917571
206,860,3,976917571
206,1131,4,976917513
206,1229,2,976917529
206,1335,4,976917556
206,1459,5,976917489
206,1712,4,976917513
206,1837,4,976917346
206,2256,1,976917365
206,2394,4,976917441
208,4,4,976911691
208,22,4,976911399
208,104,2,976911593
208,171,4,976911466
208,277,3,976911593
208,315,2,976911810
208,396,3,976911368
208,435,3,976911810
208,508,4,976911731
208,534,3,976911422
208,651,4,976911593
208,788,5,976911593
208,866,3,976911654
208,927,2,976911623
208,932,3,976911766
208,936,3,976911731
208,938,2,976911810
208,1194,4,976911466
208,1343,3,976911466
208,1654,4,976911810
208,1691,2,976911399
208,1844,2,976911766
208,1877,3,976911466
208,2025,4,976911731
208,2151,3,976911810
212,4,5,976900209
212,20,4,976900356
212,33,5,976900243
212,40,5,976900243
212,44,4,976900058
212,50,5,976900243
212,64,4,976900034
212,92,5,976900045
212,116,3,976900243
212,153,4,976900016
212,189,4,976900398
212,252,5,976900356
212,381,3,976900264
212,537,3,976900356
212,551,4,976900379
212,686,4,976900283
212,703,5,976900426
212,814,4,976900426
212,895,5,976900016
212,1256,4,976900320
212,1365,4,976900356
212,1526,4,976900497
216,5,5,976856308
216,13,5,976856407
216,26,3,976856267
216,58,3,976856598
216,64,3,976856287
216,68,4,976856586
216,104,4,976856488
216,113,3,976856503
216,171,4,976856328
216,236,3,976856488
216,246,3,976856297
216,259,5,976856431
216,386,5,976856419
216,534,4,976856730
216,544,1,976856619
216,853,5,976856619
216,860,2,976856619
216,891,5,976856632
216,1011,5,976856442
216,1176,2,976856386
225,15,5,976830774
225,52,5,976830818
225,105,5,976830752
225,124,3,976830668
225,136,2,976830393
225,153,3,976830460
225,168,4,976830685
225,183,4,976830717
225,210,4,976830752
225,273,4,976830792
225,392,4,976830393
225,547,5,976830792
225,568,2,976830393
225,755,3,976830717
225,1003,3,976830460
225,1023,3,976830774
225,1049,4,976830818
225,1070,2,976830668
225,1104,2,976830393
225,1298,5,976830668
225,2538,3,976830460
249,15,5,976724358
249,26,3,976724253
249,58,4,976724438
249,86,4,976724500
249,104,3,976724332
249,113,4,976724382
249,171,4,976724273
249,209,4,976724227
249,226,4,976724418
249,519,5,976724382
249,526,4,976724609
249,702,5,976724418
249,728,5,976724332
249,888,3,976724227
249,1216,3,976724477
249,1232,4,976724358
249,1505,3,976724516
249,1521,2,976724460
249,1914,3,976724253
249,2172,3,976724273
253,22,4,976682074
253,209,4,976682196
253,212,4,976682196
253,213,4,976682172
253,273,4,976682196
253,374,2,976682196
253,431,4,976682172
253,434,4,976682101
253,545,5,976682263
253,594,3,976682218
253,600,3,976682218
253,678,3,976682101
253,764,4,976682101
253,948,4,976682236
253,990,4,976682172
253,1008,3,976682074
253,1072,4,976682074
253,1111,4,976682236
253,1158,4,976682172
253,1535,5,976682218
253,1854,3,976682101
253,2351,3,976682218
253,2459,5,976682218
275,15,4,976589092
275,27,2,976588922
275,58,2,976589260
275,104,5,976589092
275,113,4,976589199
275,147,4,976588956
275,226,3,976589199
275,379,4,976589199
275,416,4,976589306
275,434,4,976588956
275,463,4,976589260
275,603,3,976589199
275,609,3,976589092
275,728,4,976589092
275,764,2,976589374
275,770,4,976588922
275,1130,4,976588956
275,1131,2,976589155
275,1144,2,976588922
275,1231,5,976589125
275,1232,4,976589092
275,1278,5,976589092
275,1532,3,976588922
276,5,4,976586820
276,38,5,976586831
276,41,4,976586866
276,60,4,976587285
276,62,3,976587285
276,64,4,976586950
276,97,4,976587285
276,113,4,976587310
276,116,4,976587150
276,128,4,976586986
276,132,5,976587285
276,134,4,976587166
276,148,3,976587244
276,171,4,976587150
276,189,4,976587310
276,280,4,976586950
276,283,3,976587244
276,417,4,976587244
276,504,2,976587244
276,733,3,976587310
276,982,4,976587150
276,1415,2,976586986
282,4,5,976570335
282,21,5,976570453
282,23,5,976570372
282,44,5,976570414
282,48,5,976570506
282,58,5,976570486
282,60,5,976570486
282,92,5,976570435
282,119,5,976570256
282,146,5,976570414
282,171,5,976570335
282,228,5,976570256
282,264,4,976570506
282,267,5,976570335
282,454,5,976570256
282,555,5,976570335
282,558,5,976570389
282,669,5,976570453
282,880,5,976570414
282,935,5,976570335
282,1018,5,976570335
282,1078,5,976570435
282,1155,5,976570256
282,1259,5,976570486
282,1328,5,976570389
282,1978,5,976570256
282,2815,5,976570414
297,1,4,976510420
297,20,4,976510092
297,23,5,976510053
297,58,4,976510221
297,86,2,976510555
297,104,5,976510327
297,113,4,976510444
297,206,5,976510053
297,237,4,976510182
297,331,4,976510357
297,349,4,976510202
297,415,5,976510327
297,416,4,976510505
297,422,3,976510053
297,499,4,976510182
297,531,5,976510182
297,609,4,976510327
297,764,3,976510555
297,956,3,976510248
297,1130,4,976510092
297,1131,5,976510444
297,1232,4,976510357
297,1523,4,976510420
297,1613,4,976510471
297,1986,2,976510524
297,2273,3,976510202
297,2394,4,976510182
303,121,3,976502497
303,218,4,976502533
303,246,5,976502368
303,338,5,976502469
303,539,5,976502368
303,559,4,976502469
303,882,2,976502560
303,945,3,976502533
303,955,3,976502533
303,960,5,976502497
303,985,4,976502469
303,995,5,976502497
303,1009,2,976502560
303,1014,2,976502533
303,1126,5,976502368
303,1231,4,976502497
303,1237,3,976502469
303,1249,3,976502533
303,1445,3,976502533
303,1446,5,976502497
303,1456,3,976502469
303,1554,4,976502560
303,2118,5,976502399
303,2227,3,976502497
303,2373,1,976502399
303,2910,1,976502560
303,3000,4,976502399
310,23,4,976476752
310,27,4,976476710
310,38,4,976476733
310,44,5,1008979300
310,52,5,976476909
310,58,5,976477126
310,64,5,976476710
310,86,2,976477104
310,113,5,976477104
310,124,4,1008979300
310,127,5,1008979300
310,151,3,1008979320
310,168,5,976476733
310,186,4,976477011
310,205,5,976477011
310,244,4,976477163
310,280,5,976476940
310,541,4,976477126
310,988,4,976476973
310,1871,1,976477071
312,15,4,976474583
312,31,4,976474191
312,41,4,976474191
312,58,3,976474655
312,64,4,976474107
312,68,4,976474918
312,104,4,976474560
312,113,3,976474655
312,226,4,976474655
312,237,5,976474560
312,265,4,976474191
312,331,4,976474583
312,380,5,976474560
312,499,5,976474560
312,531,5,976474583
312,603,4,976474718
312,609,3,976474523
312,728,5,976474609
312,799,5,976474245
312,860,2,976474750
312,909,3,976474655
312,1080,4,976474107
312,1231,5,976474523
312,1618,5,976474245
312,1712,3,976474609
312,3011,4,976474144
314,0,5,976465623
314,86,2,976465958
314,113,4,976465541
314,124,4,976465584
314,153,3,976465561
314,406,4,976465693
314,443,1,976465604
314,531,3,976466008
314,585,5,976465823
314,629,5,976465795
314,660,5,976466110
314,662,4,976465795
314,728,5,976465945
314,848,5,976465873
314,1253,5,976465823
314,1278,4,976466008
314,1283,3,976465823
314,1582,4,976465854
314,1583,5,976465854
314,1628,2,976465854
314,1712,3,976465945
314,1919,4,976465854
316,0,4,976460903
316,7,3,976461304
316,10,3,976460903
316,26,4,976461276
316,41,4,976461341
316,42,4,976461304
316,44,4,976461395
316,96,5,976461571
316,105,4,976461250
316,124,4,976461250
316,143,4,976461304
316,175,2,976461395
316,198,2,976460903
316,206,5,976461395
316,420,5,976461542
316,559,5,976461431
316,585,4,976461509
316,633,4,976461454
316,711,4,976460939
316,975,2,976460939
316,2128,4,976461509
317,0,4,976426473
317,4,5,976426689
317,123,3,976426440
317,134,4,976427044
317,153,5,976426440
317,273,4,976426835
317,279,3,976427074
317,305,4,976427074
317,311,4,976426996
317,345,4,976426896
317,425,4,976426974
317,435,5,976426748
317,512,2,976426650
317,531,5,976426710
317,595,4,976426440
317,939,2,976426896
317,1348,4,976426729
317,1387,3,976426974
317,1456,5,976426498
317,2036,4,976427044
317,2244,5,976427074
319,48,5,976418604
319,104,5,976418655
319,113,5,976418707
319,124,5,976418588
319,236,5,976418655
319,267,4,976418765
319,349,4,976418707
319,392,3,976418569
319,406,5,976418707
319,411,4,976418569
319,416,5,976418742
319,531,4,976418707
319,533,2,976418782
319,609,4,976418725
319,728,3,976418655
319,1131,5,976418707
319,1232,5,976418675
319,1335,4,976418782
319,1384,4,976418588
319,1523,4,976418675
319,1712,4,976418754
340,15,5,976339516
340,43,3,976339910
340,58,5,976339731
340,92,5,976338841
340,104,5,976339341
340,113,3,976339555
340,209,4,976339910
340,272,5,976339910
340,349,3,976339502
340,497,5,976339858
340,519,4,976339652
340,533,2,976339683
340,538,4,976338916
340,546,5,976339858
340,586,4,976338916
340,613,5,976339731
340,993,3,976339471
340,1053,4,976338940
340,1232,5,976339471
340,1564,5,976338875
344,64,3,976335124
344,67,5,976335324
344,104,5,976335485
344,128,5,976335485
344,174,5,976335368
344,280,4,976335609
344,372,5,976335368
344,381,2,976335506
344,411,5,976335542
344,434,5,976335288
344,486,5,976335304
344,553,5,976335485
344,669,5,976335160
344,831,5,976335542
344,1023,5,976335593
344,1106,5,976335507
344,1434,3,976335037
344,1486,3,976335342
344,1586,5,976335507
344,1633,4,976335561
344,1903,4,976335081
344,2008,5,976335324
344,2356,5,976335258
344,2963,3,976335524
344,3062,4,976335143
352,0,4,976323254
352,38,4,976329540
352,51,5,976329288
352,67,3,976329325
352,68,4,976329601
352,127,4,976323208
352,128,5,976329540
352,219,5,976323447
352,229,3,976329384
352,244,5,976329325
352,246,5,976329356
352,259,5,976329325
352,349,3,976329601
352,430,4,976323208
352,434,5,976323228
352,531,3,976329601
352,711,4,976329356
352,797,1,976323254
352,829,4,976329325
352,922,4,976329384
352,945,3,976329325
352,1585,5,976323529
352,2521,4,976323427
352,2632,2,976323254
355,98,5,976318557
355,113,4,976317600
355,202,4,976317781
355,278,4,976318457
355,374,5,976318285
355,431,3,976318231
355,482,5,976318337
355,733,5,979641187
355,852,4,976317761
355,884,5,979641405
355,889,5,979641003
355,954,3,979641238
355,1015,4,976318131
355,1175,4,976318477
355,2132,5,979641486
355,2136,4,976317600
355,2177,5,979640970
355,2347,4,976318599
355,2633,4,976318667
355,2638,5,976318457
355,2642,5,976318683
360,0,5,976315638
360,1,4,976315971
360,15,5,976315704
360,104,5,976315704
360,113,3,976315800
360,173,4,976640712
360,205,4,976315638
360,237,4,976315800
360,397,2,976315638
360,415,3,976315775
360,452,4,976315971
360,463,1,976316000
360,489,2,976315613
360,499,4,976315704
360,531,4,976315704
360,533,3,976316000
360,1105,5,976640679
360,1131,4,976315775
360,1232,5,976315775
360,1244,4,976640745
360,1485,4,976640679
360,1613,3,976316000
360,1661,2,976315613
360,1670,2,976315613
360,1784,2,976315613
360,2048,4,976640712
372,5,3,976305143
372,9,3,976305011
372,44,4,976305011
372,60,3,976305067
372,62,4,976305067
372,64,4,976305028
372,84,3,976305028
372,92,4,976305143
372,97,3,976305169
372,127,4,976305011
372,128,5,976304901
372,132,5,976305169
372,151,4,976305169
372,195,5,976305045
372,209,3,976305143
372,210,4,976305169
372,214,3,976304901
372,218,3,976305045
372,246,4,976305206
372,277,4,976305094
372,392,3,976304915
372,606,3,976304901
372,714,4,976305169
372,741,3,976305094
372,775,2,976305094
372,1023,3,976304878
372,1108,3,976304915
382,0,4,976300204
382,5,5,976306289
382,38,4,976306145
382,50,4,976306247
382,104,4,976300381
382,153,4,976300268
382,160,2,976300204
382,184,4,976300406
382,237,3,976306264
382,305,4,976306156
382,317,2,976300462
382,338,5,976306079
382,439,4,976300226
382,515,3,976300432
382,872,3,976306173
382,873,4,976300394
382,1339,4,976300268
382,1811,1,976300268
382,1834,3,976300226
382,2150,4,976300498
382,3071,4,976300268
383,5,4,976300207
383,44,4,976300239
383,47,4,976300239
383,78,4,976300539
383,128,5,976300511
383,199,5,976300432
383,203,5,976300372
383,208,4,976300432
383,215,5,976300432
383,216,4,976300207
383,393,4,976300372
383,394,3,976300372
383,413,3,976300372
383,623,4,976300372
383,845,3,976300451
383,1341,2,976300239
383,1363,2,976300207
383,1822,3,976300432
383,2287,4,976300239
383,2930,3,976300451
383,3072,2,976300390
383,3073,2,976300432
394,4,4,976296633
394,20,4,976296960
394,23,4,976296657
394,40,3,976299298
394,104,5,976296921
394,125,5,976296633
394,134,3,976296960
394,164,2,976296984
394,176,2,976296875
394,179,5,976299298
394,184,4,976296940
394,221,1,976296984
394,290,5,976296904
394,406,4,976296682
394,515,5,976296875
394,686,1,976296904
394,793,5,976296904
394,882,2,976296657
394,910,3,976296681
394,922,3,976296682
394,1162,3,976296682
394,1200,5,976296940
394,1256,5,976298886
416,8,5,976285625
416,10,3,976285594
416,13,5,976285368
416,33,3,976285594
416,40,4,976285594
416,44,5,976285347
416,50,4,976285562
416,210,5,976285347
416,218,4,976285625
416,243,3,976285594
416,294,5,976285368
416,467,5,976285625
416,468,3,976285562
416,531,4,976285594
416,535,5,976285562
416,588,3,976285625
416,596,3,976285562
416,853,3,976285562
416,1027,5,976285594
416,1076,3,976285625
416,1258,4,976285347
416,1860,5,976285625
420,27,3,976282172
420,38,5,976282460
420,64,5,976282226
420,117,5,976282485
420,146,5,976282485
420,148,5,976282403
420,210,5,976282485
420,244,1,976282189
420,533,3,976282836
420,688,5,976282502
420,783,4,976282226
420,849,4,976282146
420,876,5,976282583
420,883,4,976282726
420,931,4,976282660
420,1142,4,976282609
420,1256,5,976282422
420,1712,4,976282836
420,1829,5,976282737
420,2200,4,976282226
447,26,4,976234943
447,27,4,976234923
447,48,5,976235020
447,130,3,976235020
447,134,5,976235340
447,202,4,976235020
447,287,2,976235264
447,317,5,976235214
447,332,2,976235340
447,350,3,976235340
447,372,5,976235167
447,499,1,976235524
447,501,4,976235214
447,800,3,976235301
447,814,4,976234977
447,870,3,976235340
447,881,4,976235282
447,891,5,976235358
447,897,4,976235340
447,898,3,976235340
447,929,3,976235373
447,931,1,976235244
447,1014,2,976234923
454,9,5,976231918
454,22,3,976231785
454,27,4,976231828
454,44,5,976231899
454,45,5,976231841
454,104,5,976232004
454,124,3,976231899
454,127,5,976231899
454,134,5,976231985
454,199,5,976232068
454,385,4,976231918
454,392,4,976232082
454,481,2,976231813
454,502,4,976232068
454,560,4,976231899
454,565,4,976232068
454,669,5,976231813
454,719,4,976231918
454,766,4,976232023
454,1195,5,976232023
454,1278,4,976232004
454,1448,4,976232004
454,1454,4,976232068
454,1503,3,976232097
454,1753,5,976231971
467,5,4,976225592
467,23,5,976225774
467,60,1,976225471
467,64,1,976225448
467,92,5,976225801
467,110,5,976225801
467,112,4,976225738
467,115,3,976225715
467,116,3,976225572
467,134,5,976225621
467,221,4,976225676
467,264,5,976225497
467,417,3,976225644
467,420,4,976225621
467,437,2,976225715
467,464,2,976225621
467,556,2,976225448
467,700,5,976225644
467,827,3,976225801
