uid,iid,val
964,49164,1
964,49165,1
964,49169,1
964,49200,1
973,3992,1
973,9054,1
973,19992,1
973,29598,1
973,59346,1
973,59347,1
994,39666,1
994,41372,1
994,60419,1
994,60420,1
994,60421,1
994,60422,1
1025,62186,1
1025,62187,1
1025,62188,1
1025,62189,1
1025,62190,1
1025,62191,1
1033,61624,1
1033,62680,1
1033,62681,1
1033,62682,1
1033,62683,1
1054,52105,1
1054,63144,1
1054,63145,1
1054,63146,1
1054,63147,1
1054,63148,1
1062,1674,1
1062,3855,1
1062,19400,1
1062,37236,1
1062,42628,1
1062,63330,1
1128,49942,1
1128,57539,1
1128,57541,1
1128,57542,1
1128,57543,1
1128,57552,1
1137,35953,1
1137,49306,1
1137,53651,1
1137,67465,1
1137,67466,1
1137,67467,1
1167,1618,1
1167,6317,1
1167,7103,1
1167,50855,1
1167,57521,1
1167,68801,1
1227,13350,1
1227,16190,1
1227,40998,1
1227,56153,1
1227,60801,1
1227,70395,1
1246,6211,1
1246,18184,1
1246,34983,1
1246,70960,1
1246,70961,1
1246,70962,1
1298,5784,1
1298,5785,1
1298,40884,1
1298,72758,1
1298,72759,1
1310,18703,1
1310,35757,1
1310,48739,1
1310,73199,1
1310,73200,1
1328,18,1
1328,2584,1
1328,4668,1
1328,24770,1
1328,69183,1
1328,73793,1
1336,11493,1
1336,16490,1
1336,17276,1
1336,73920,1
1336,73921,1
1336,73922,1
1341,17767,1
1341,51479,1
1341,73976,1
1341,73977,1
1341,73978,1
1346,36758,1
1346,36830,1
1346,74041,1
1346,74047,1
1346,74048,1
1346,74049,1
1360,74291,1
1360,74292,1
1360,74293,1
1360,74294,1
1360,74295,1
1360,74296,1
1388,1331,1
1388,23829,1
1388,60425,1
1388,65853,1
1388,74907,1
1388,74908,1
1395,83,1
1395,1006,1
1395,1620,1
1395,75043,1
1395,75044,1
1405,39016,1
1405,39376,1
1405,60105,1
1405,64019,1
1405,66608,1
1405,66612,1
1426,36120,1
1426,57675,1
1426,75509,1
1426,75510,1
1426,75511,1
1430,11252,1
1430,31751,1
1430,33160,1
1430,75542,1
1430,75543,1
1430,75544,1
1460,27475,1
1460,57306,1
1460,75830,1
1460,75831,1
1460,75832,1
1460,75833,1
1488,4775,1
1488,16963,1
1488,54455,1
1488,76522,1
1488,76523,1
1498,35450,1
1498,38502,1
1498,51540,1
1498,51541,1
1498,76713,1
1498,76714,1
1534,53629,1
1534,77332,1
1534,77333,1
1534,77334,1
1534,77335,1
1534,77336,1
1551,1147,1
1551,49930,1
1551,69196,1
1551,77822,1
1551,77823,1
1551,77824,1
1564,6439,1
1564,44199,1
1564,44201,1
1564,59400,1
1564,78134,1
1596,19086,1
1596,36144,1
1596,42927,1
1596,44159,1
1596,52572,1
1596,78620,1
1630,44453,1
1630,79014,1
1630,79015,1
1630,79016,1
1630,79017,1
1678,8,1
1678,1641,1
1678,16997,1
1678,22519,1
1678,30621,1
1686,8172,1
1686,19487,1
1686,40521,1
1686,52698,1
1686,80451,1
1686,80452,1
1703,57678,1
1703,73723,1
1703,80835,1
1703,80836,1
1703,80837,1
1703,80838,1
1705,80919,1
1705,80920,1
1705,80921,1
1705,80922,1
1705,80923,1
1731,117,1
1731,11399,1
1731,11535,1
1731,81270,1
1731,81271,1
1741,24770,1
1741,54358,1
1741,59557,1
1741,65959,1
1741,81372,1
1741,81373,1
1751,57044,1
1751,70039,1
1751,72142,1
1751,72176,1
1751,81584,1
1790,1446,1
1790,8825,1
1790,10654,1
1790,16948,1
1790,20250,1
1790,76029,1
1797,20262,1
1797,34435,1
1797,34563,1
1797,43635,1
1797,70891,1
1802,28755,1
1802,83659,1
1802,83660,1
1802,83661,1
1802,83662,1
1830,16312,1
1830,20589,1
1830,66079,1
1830,73052,1
1830,84437,1
1830,84438,1
1871,3402,1
1871,47421,1
1871,73858,1
1871,73879,1
1871,76630,1
1871,84930,1
1875,17884,1
1875,46402,1
1875,84998,1
1875,84999,1
1875,85000,1
1911,13212,1
1911,25089,1
1911,30802,1
1911,37457,1
1911,45254,1
1911,72675,1
1976,17361,1
1976,23283,1
1976,27275,1
1976,73666,1
1976,73667,1
1976,86523,1
1983,1172,1
1983,21987,1
1983,41927,1
1983,43555,1
1983,86592,1
1983,86593,1
1998,46260,1
1998,64851,1
1998,86891,1
1998,86961,1
1998,86962,1
2026,3786,1
2026,6173,1
2026,11783,1
2026,31784,1
2026,42068,1
2028,1278,1
2028,3740,1
2028,17569,1
2028,34317,1
2028,87419,1
2028,87420,1
2035,28954,1
2035,30897,1
2035,58086,1
2035,76529,1
2035,87536,1
2120,5193,1
2120,7698,1
2120,7865,1
2120,9542,1
2120,11497,1
2120,89238,1
2123,61599,1
2123,89251,1
2123,89252,1
2123,89253,1
2123,89254,1
2129,4765,1
2129,71153,1
2129,71202,1
2129,80298,1
2129,80303,1
2129,88038,1
2200,1618,1
2200,3672,1
2200,8748,1
2200,43356,1
2200,90744,1
2200,90745,1
2215,46577,1
2215,46579,1
2215,91051,1
2215,91052,1
2215,91053,1
2215,91054,1
2227,3457,1
2227,6211,1
2227,21140,1
2227,81787,1
2227,91174,1
2227,91175,1
2247,8435,1
2247,45576,1
2247,53555,1
2247,91441,1
2247,91442,1
2249,1602,1
2249,4783,1
2249,15445,1
2249,29607,1
2249,40740,1
2249,91539,1
2371,65,1
2371,3786,1
2371,8774,1
2371,9501,1
2371,93663,1
2371,93664,1
2387,14514,1
2387,25695,1
2387,33085,1
2387,40034,1
2387,64381,1
2387,82000,1
2405,6163,1
2405,9313,1
2405,9366,1
2405,31152,1
2405,34944,1
2405,35637,1
2442,117,1
2442,5109,1
2442,12425,1
2442,34983,1
2442,94750,1
2447,83,1
2447,8406,1
2447,43584,1
2447,48320,1
2447,86531,1
2487,3402,1
2487,7489,1
2487,16313,1
2487,17945,1
2487,20589,1
2487,95703,1
2496,9386,1
2496,31471,1
2496,35215,1
2496,86390,1
2496,95845,1
2550,3188,1
2550,31639,1
2550,78678,1
2550,96153,1
2550,96819,1
2565,3178,1
2565,11072,1
2565,35003,1
2565,51254,1
2565,78587,1
2565,96099,1
2598,41903,1
2598,44568,1
2598,95384,1
2598,95435,1
2598,98077,1
2600,14554,1
2600,41869,1
2600,80368,1
2600,82304,1
2600,98130,1
2600,98131,1
2678,48476,1
2678,48496,1
2678,97231,1
2678,98173,1
2678,99366,1
2681,5367,1
2681,69934,1
2681,76479,1
2681,76480,1
2681,99985,1
2681,99986,1
2702,929,1
2702,942,1
2702,4102,1
2702,15458,1
2702,21712,1
2706,109,1
2706,721,1
2706,4381,1
2706,10178,1
2706,67359,1
2706,100249,1
2729,25093,1
2729,36620,1
2729,36628,1
2729,36640,1
2729,53088,1
2729,81139,1
2731,16958,1
2731,54455,1
2731,64166,1
2731,100370,1
2731,100371,1
2733,38576,1
2733,50601,1
2733,77917,1
2733,77924,1
2733,100388,1
2737,5654,1
2737,12940,1
2737,21749,1
2737,34672,1
2737,74021,1
2737,87327,1
2760,3839,1
2760,38242,1
2760,52775,1
2760,100622,1
2760,100623,1
2760,100624,1
2812,60976,1
2812,79139,1
2812,79313,1
2812,100447,1
2812,101010,1
2819,36772,1
2819,36883,1
2819,78616,1
2819,78619,1
2819,83566,1
2819,95540,1
2830,2842,1
2830,3711,1
2830,11371,1
2830,20382,1
2830,28295,1
2830,28301,1
2832,1046,1
2832,1253,1
2832,1471,1
2832,1495,1
2832,2660,1
2832,2707,1
2834,3643,1
2834,5700,1
2834,16831,1
2834,21998,1
2834,33360,1
2834,74329,1
2848,1495,1
2848,1519,1
2848,3306,1
2848,3572,1
2848,51780,1
2852,128,1
2852,6409,1
2852,17813,1
2852,75504,1
2852,79306,1
2852,101324,1
2856,380,1
2856,50769,1
2856,53831,1
2856,62327,1
2856,69257,1
2862,8172,1
2862,11414,1
2862,44855,1
2862,99490,1
2862,101387,1
2862,101388,1
2882,3151,1
2882,6252,1
2882,34279,1
2882,51361,1
2882,85890,1
2884,13733,1
2884,49192,1
2884,101667,1
2884,101668,1
2884,101669,1
2884,101670,1
2898,23930,1
2898,101764,1
2898,101765,1
2898,101766,1
2898,101767,1
2943,3771,1
2943,4628,1
2943,6135,1
2943,6367,1
2943,22659,1
2972,117,1
2972,4647,1
2972,27159,1
2972,95006,1
2972,102151,1
2990,6682,1
2990,93597,1
2990,100337,1
2990,101809,1
2990,102238,1
3011,35953,1
3011,42875,1
3011,49198,1
3011,64399,1
3011,102324,1
3031,33431,1
3031,85621,1
3031,98815,1
3031,102459,1
3031,102460,1
3031,102461,1
3039,21939,1
3039,31801,1
3039,94873,1
3039,94874,1
3039,94875,1
3039,102477,1
3062,90,1
3062,1058,1
3062,5554,1
3062,8903,1
3062,10631,1
3062,90424,1
3066,1331,1
3066,1616,1
3066,14987,1
3066,47417,1
3066,87154,1
3069,65,1
3069,1177,1
3069,2740,1
3069,8864,1
3069,13233,1
3069,28191,1
3078,1056,1
3078,1493,1
3078,1516,1
3078,2646,1
3078,2693,1
3117,3,1
3117,1736,1
3117,16392,1
3117,20259,1
3117,28633,1
3127,1343,1
3127,2758,1
3127,3753,1
3127,5596,1
3127,8864,1
3127,15669,1
3148,117,1
3148,1253,1
3148,1747,1
3148,2648,1
3148,10797,1
3148,103018,1
3175,7218,1
3175,9044,1
3175,10707,1
3175,21481,1
3175,21484,1
3193,1494,1
3193,1501,1
3193,2683,1
3193,2690,1
3193,20130,1
3214,1316,1
3214,23006,1
3214,52573,1
3214,103510,1
3214,103511,1
3214,103512,1
3228,19508,1
3228,19509,1
3228,52793,1
3228,52798,1
3228,52813,1
3228,99028,1
3245,289,1
3245,992,1
3245,10375,1
3245,62161,1
3245,73925,1
3245,93166,1
3296,5843,1
3296,11033,1
3296,102228,1
3296,103868,1
3296,104183,1
3331,65,1
3331,1495,1
3331,1641,1
3331,14035,1
3331,53724,1
3366,14131,1
3366,29990,1
3366,29991,1
3366,43839,1
3366,75257,1
3366,105167,1
3386,1758,1
3386,5937,1
3386,21007,1
3386,28331,1
3386,105497,1
3386,105498,1
3397,8468,1
3397,80782,1
3397,88155,1
3397,102545,1
3397,105586,1
3404,1328,1
3404,7616,1
3404,8186,1
3404,23149,1
3404,41282,1
3404,69609,1
3422,1996,1
3422,12301,1
3422,59692,1
3422,98332,1
3422,105897,1
3422,105898,1
3437,2805,1
3437,3126,1
3437,9915,1
3437,11946,1
3437,14080,1
3437,15722,1
3462,4056,1
3462,72083,1
3462,79111,1
3462,79112,1
3462,89825,1
3462,106310,1
3485,45622,1
3485,83420,1
3485,84516,1
3485,84522,1
3485,106583,1
3517,26396,1
3517,27944,1
3517,48075,1
3517,50780,1
3517,106169,1
3539,13899,1
3539,19154,1
3539,43047,1
3539,72366,1
3539,107187,1
3539,107188,1
3567,8772,1
3567,23434,1
3567,87553,1
3567,87593,1
3567,107853,1
3604,2014,1
3604,3276,1
3604,52666,1
3604,78268,1
3604,88969,1
3604,108536,1
3608,5545,1
3608,14130,1
3608,14131,1
3608,55176,1
3608,82267,1
3628,10,1
3628,1321,1
3628,1766,1
3628,2507,1
3628,25740,1
3628,90631,1
3635,2161,1
3635,22230,1
3635,84419,1
3635,103754,1
3635,103755,1
3639,9149,1
3639,20410,1
3639,21512,1
3639,22179,1
3639,27841,1
3639,36722,1
3678,1980,1
3678,2562,1
3678,38047,1
3678,90364,1
3678,94032,1
3687,1683,1
3687,1726,1
3687,2017,1
3687,4667,1
3687,89306,1
3687,102161,1
3714,2544,1
3714,3256,1
3714,25149,1
3714,30119,1
3714,63721,1
3725,111546,1
3725,111547,1
3725,111548,1
3725,111549,1
3725,111550,1
3742,1453,1
3742,4829,1
3742,9278,1
3742,19405,1
3742,21594,1
3742,42568,1
3753,2775,1
3753,10381,1
3753,10389,1
3753,18639,1
3753,73247,1
3765,71,1
3765,4092,1
3765,4576,1
3765,4794,1
3765,5783,1
3765,8489,1
3766,71,1
3766,931,1
3766,5715,1
3766,6033,1
3766,14275,1
3766,104427,1
3791,5893,1
3791,21718,1
3791,43709,1
3791,56561,1
3791,100273,1
3791,111700,1
3898,1549,1
3898,2693,1
3898,3045,1
3898,3056,1
3898,3080,1
3898,11670,1
3919,65,1
3919,66,1
3919,1253,1
3919,1495,1
3919,1641,1
3919,14035,1
3977,7861,1
3977,24745,1
3977,31760,1
3977,31761,1
3977,33172,1
4015,66,1
4015,88,1
4015,9253,1
4015,24816,1
4015,38019,1
4015,38020,1
4018,10755,1
4018,10756,1
4018,13212,1
4018,26859,1
4018,99339,1
4018,112700,1
4018,112701,1
4040,5654,1
4040,34714,1
4040,65916,1
4040,78905,1
4040,87190,1
4048,7923,1
4048,9649,1
4048,9657,1
4048,10031,1
4048,10419,1
4048,14042,1
4053,63,1
4053,1054,1
4053,1742,1
4053,4636,1
4053,82169,1
4053,82218,1
4056,992,1
4056,4260,1
4056,7792,1
4056,30489,1
4056,30888,1
4056,95975,1
4060,3758,1
4060,7558,1
4060,9928,1
4060,10031,1
4060,11917,1
4060,56360,1
4060,106232,1
4073,9152,1
4073,9154,1
4073,108311,1
4073,108332,1
4073,108352,1
4074,2783,1
4074,4124,1
4074,7921,1
4074,10228,1
4074,10687,1
4077,1282,1
4077,2787,1
4077,33372,1
4077,77361,1
4077,101787,1
4077,106971,1
4086,1512,1
4086,4693,1
4086,5700,1
4086,5701,1
4086,26540,1
4086,101380,1
4086,102442,1
4115,64,1
4115,5380,1
4115,27109,1
4115,47845,1
4115,96756,1
4115,113012,1
4125,3902,1
4125,8172,1
4125,23154,1
4125,40040,1
4125,74581,1
4125,100994,1
4125,113114,1
4130,1047,1
4130,4877,1
4130,8993,1
4130,11359,1
4130,12437,1
4130,30358,1
4147,1496,1
4147,10420,1
4147,14504,1
4147,19475,1
4147,44078,1
4169,65,1
4169,2847,1
4169,3552,1
4169,3902,1
4169,4752,1
4196,1542,1
4196,3540,1
4196,5474,1
4196,7837,1
4196,9014,1
4231,1028,1
4231,1433,1
4231,2668,1
4231,3571,1
4231,3905,1
4231,8648,1
4249,21545,1
4249,26720,1
4249,113339,1
4249,113340,1
4249,113341,1
4249,113342,1
4254,1028,1
4254,1054,1
4254,1509,1
4254,1741,1
4254,1747,1
4254,4990,1
4258,1495,1
4258,2648,1
4258,6389,1
4258,8832,1
4258,9439,1
4258,17997,1
4258,23070,1
4277,66,1
4277,4775,1
4277,9044,1
4277,49698,1
4277,51625,1
4279,8,1
4279,1172,1
4279,3491,1
4279,3501,1
4279,5087,1
4279,47437,1
4283,7528,1
4283,38212,1
4283,46106,1
4283,52397,1
4283,55113,1
4283,64697,1
4288,1052,1
4288,3043,1
4288,3073,1
4288,3077,1
4288,3102,1
4288,3570,1
4288,16582,1
4290,3800,1
4290,3802,1
4290,102313,1
4290,113556,1
4290,113557,1
4311,83,1
4311,14891,1
4311,25152,1
4311,79259,1
4311,113697,1
4311,113698,1
4317,2140,1
4317,22336,1
4317,22349,1
4317,96085,1
4317,102014,1
4319,1147,1
4319,3586,1
4319,9845,1
4319,10005,1
4319,15575,1
4319,113753,1
4321,39896,1
4321,39916,1
4321,91061,1
4321,111415,1
4321,112879,1
4321,113761,1
4329,55238,1
4329,113771,1
4329,113772,1
4329,113773,1
4329,113774,1
4351,39544,1
4351,69135,1
4351,70177,1
4351,70180,1
4351,113906,1
4351,113907,1
4351,113908,1
4353,8188,1
4353,23909,1
4353,59522,1
4353,113914,1
4353,113915,1
4368,8,1
4368,1607,1
4368,2971,1
4368,3658,1
4368,71125,1
4368,103101,1
4368,103177,1
4392,17371,1
4392,23489,1
4392,37735,1
4392,44800,1
4392,73533,1
4403,66,1
4403,4957,1
4403,9167,1
4403,33267,1
4403,67892,1
4403,114136,1
4404,1305,1
4404,12782,1
4404,57756,1
4404,69268,1
4404,114137,1
4413,1073,1
4413,1253,1
4413,1495,1
4413,2711,1
4413,4603,1
4413,34290,1
4424,3690,1
4424,3691,1
4424,3833,1
4424,3836,1
4424,69514,1
4424,114178,1
4424,114179,1
4426,1172,1
4426,5256,1
4426,5258,1
4426,10901,1
4426,12353,1
4426,19310,1
4430,3910,1
4430,6234,1
4430,6237,1
4430,21088,1
4430,21116,1
4432,6198,1
4432,9382,1
4432,21083,1
4432,24660,1
4432,52693,1
4432,87989,1
4450,89,1
4450,2868,1
4450,3888,1
4450,5565,1
4450,10733,1
4450,10797,1
4450,45866,1
4469,32,1
4469,1474,1
4469,3882,1
4469,3888,1
4469,6703,1
4469,23042,1
4475,1209,1
4475,43378,1
4475,68221,1
4475,86675,1
4475,112852,1
4475,114312,1
4492,4948,1
4492,5425,1
4492,21269,1
4492,22018,1
4492,54243,1
4492,112936,1
4492,113063,1
4494,40508,1
4494,98630,1
4494,102406,1
4494,105520,1
4494,105677,1
4508,83,1
4508,117,1
4508,6566,1
4508,15031,1
4508,16918,1
4508,16923,1
4508,100426,1
4511,45784,1
4511,59698,1
4511,103485,1
4511,107462,1
4511,114512,1
4511,114513,1
4515,45,1
4515,46,1
4515,7659,1
4515,7680,1
4515,7713,1
4515,111778,1
4530,66,1
4530,19457,1
4530,23790,1
4530,91205,1
4530,114598,1
4530,114599,1
4536,6455,1
4536,14706,1
4536,14719,1
4536,16938,1
4536,92435,1
4536,114533,1
4543,6571,1
4543,70455,1
4543,88216,1
4543,92839,1
4543,100364,1
4544,1711,1
4544,16918,1
4544,40044,1
4544,41709,1
4544,57847,1
4544,114650,1
4547,12376,1
4547,17647,1
4547,17741,1
4547,44552,1
4547,52929,1
4547,102493,1
4554,1028,1
4554,15088,1
4554,15715,1
4554,36508,1
4554,43195,1
4554,98822,1
4588,111,1
4588,567,1
4588,579,1
4588,580,1
4588,4931,1
4588,7072,1
4590,2251,1
4590,9149,1
4590,22227,1
4590,26837,1
4590,26839,1
4590,26848,1
4596,1506,1
4596,2677,1
4596,4773,1
4596,22535,1
4596,64257,1
4596,102348,1
4608,272,1
4608,3852,1
4608,5419,1
4608,5455,1
4608,7571,1
4660,115093,1
4660,115094,1
4660,115095,1
4660,115096,1
4660,115097,1
4660,115098,1
4678,25559,1
4678,114445,1
4678,114450,1
4678,115181,1
4678,115182,1
4678,115183,1
4692,24,1
4692,2522,1
4692,2621,1
4692,38336,1
4692,113366,1
4721,2660,1
4721,2830,1
4721,3968,1
4721,5516,1
4721,5944,1
4721,29814,1
4740,1028,1
4740,2161,1
4740,7042,1
4740,28270,1
4740,105128,1
4741,83,1
4741,16962,1
4741,16975,1
4741,16977,1
4741,115412,1
4741,115413,1
4741,115414,1
4746,15637,1
4746,37427,1
4746,90234,1
4746,114439,1
4746,115418,1
4746,115419,1
4755,1006,1
4755,39051,1
4755,47507,1
4755,50019,1
4755,90878,1
4755,105156,1
4765,4775,1
4765,17669,1
4765,17670,1
4765,49277,1
4765,54454,1
4773,9616,1
4773,18577,1
4773,18787,1
4773,89510,1
4773,115534,1
4777,4972,1
4777,4974,1
4777,7654,1
4777,10912,1
4777,33211,1
4801,6215,1
4801,16739,1
4801,21141,1
4801,30557,1
4801,95133,1
4804,11187,1
4804,18980,1
4804,20799,1
4804,24253,1
4804,24286,1
4804,89680,1
4808,117,1
4808,25588,1
4808,30646,1
4808,46542,1
4808,69635,1
4808,85252,1
4808,94200,1
4825,42867,1
4825,115647,1
4825,115648,1
4825,115649,1
4825,115650,1
4837,13258,1
4837,38904,1
4837,44693,1
4837,67451,1
4837,67986,1
4840,34873,1
4840,38920,1
4840,50081,1
4840,67425,1
4840,67981,1
4840,115779,1
4840,115780,1
4850,44192,1
4850,44194,1
4850,44613,1
4850,104902,1
4850,112745,1
4850,115961,1
4850,115962,1
4870,24534,1
4870,75966,1
4870,92920,1
4870,101313,1
4870,116162,1
4871,12651,1
4871,116163,1
4871,116164,1
4871,116165,1
4871,116166,1
4875,1306,1
4875,27939,1
4875,60962,1
4875,116192,1
4875,116193,1
4878,8081,1
4878,11414,1
4878,45017,1
4878,61251,1
4878,99481,1
4878,104094,1
4878,116200,1
4888,108,1
4888,290,1
4888,10240,1
4888,86211,1
4888,116281,1
4896,26389,1
4896,94656,1
4896,100150,1
4896,115799,1
4896,116302,1
4897,51920,1
4897,51921,1
4897,51922,1
4897,84335,1
4897,84338,1
4903,290,1
4903,4778,1
4903,19879,1
4903,25080,1
4903,67060,1
4903,67063,1
4903,84027,1
4909,109591,1
4909,116413,1
4909,116414,1
4909,116415,1
4909,116416,1
4918,4775,1
4918,54455,1
4918,64213,1
4918,64254,1
4918,78664,1
4918,93265,1
4918,107426,1
4928,12513,1
4928,12578,1
4928,12585,1
4928,12643,1
4928,67435,1
4928,116614,1
4928,116615,1
4933,4602,1
4933,37393,1
4933,52702,1
4933,72611,1
4933,116625,1
4934,5222,1
4934,17793,1
4934,84840,1
4934,87701,1
4934,87704,1
4934,116626,1
4942,12710,1
4942,45924,1
4942,45951,1
4942,113908,1
4942,116222,1
4942,116665,1
4950,9310,1
4950,44626,1
4950,52758,1
4950,52775,1
4950,98992,1
4950,98993,1
4969,22814,1
4969,53973,1
4969,115661,1
4969,115670,1
4969,116257,1
4969,116748,1
4969,116796,1
4974,72537,1
4974,73276,1
4974,74286,1
4974,116855,1
4974,116856,1
4976,5022,1
4976,25475,1
4976,84119,1
4976,112005,1
4976,116859,1
4977,42925,1
4977,108598,1
4977,113648,1
4977,116860,1
4977,116861,1
4982,43835,1
4982,55142,1
4982,55145,1
4982,55150,1
4982,116578,1
4982,116879,1
4989,44725,1
4989,116950,1
4989,116951,1
4989,116952,1
4989,116953,1
4991,4652,1
4991,17044,1
4991,17124,1
4991,57951,1
4991,105809,1
4991,116956,1
4991,116957,1
4997,64943,1
4997,77280,1
4997,101692,1
4997,101709,1
4997,116766,1
4997,117011,1
5012,38904,1
5012,59349,1
5012,68670,1
5012,78017,1
5012,116039,1
5012,117141,1
5012,117142,1
5019,71344,1
5019,71345,1
5019,96780,1
5019,117175,1
5019,117176,1
5019,117177,1
5019,117178,1
5021,33813,1
5021,96710,1
5021,105693,1
5021,117183,1
5021,117184,1
5035,11837,1
5035,25084,1
5035,42739,1
5035,42743,1
5035,52233,1
5035,117324,1
5038,11220,1
5038,47683,1
5038,54474,1
5038,71548,1
5038,110247,1
5059,38977,1
5059,50591,1
5059,63322,1
5059,84313,1
5059,117471,1
5061,1641,1
5061,18982,1
5061,21294,1
5061,91251,1
5061,106066,1
5061,117489,1
5062,24899,1
5062,75350,1
5062,101688,1
5062,115438,1
5062,117480,1
5064,22742,1
5064,39551,1
5064,74154,1
5064,108409,1
5064,108412,1
5068,1577,1
5068,5581,1
5068,6057,1
5068,20977,1
5068,24125,1
5068,30411,1
5068,103950,1
5069,4077,1
5069,5978,1
5069,5993,1
5069,17604,1
5069,93863,1
5071,3821,1
5071,5253,1
5071,20271,1
5071,86551,1
5071,86553,1
5079,4613,1
5079,5224,1
5079,8282,1
5079,58332,1
5079,83416,1
5080,52545,1
5080,117572,1
5080,117573,1
5080,117574,1
5080,117575,1
5080,117576,1
5088,5492,1
5088,7818,1
5088,9513,1
5088,9535,1
5088,9549,1
5088,20234,1
5094,32927,1
5094,87416,1
5094,102315,1
5094,113890,1
5094,117593,1
5094,117594,1
5094,117595,1
5101,23771,1
5101,23772,1
5101,64907,1
5101,94057,1
5101,99490,1
5114,102,1
5114,204,1
5114,5378,1
5114,9818,1
5114,9845,1
5114,20004,1
5114,114352,1
5130,10731,1
5130,10732,1
5130,18732,1
5130,43417,1
5130,92478,1
5131,69,1
5131,14060,1
5131,39545,1
5131,60429,1
5131,113890,1
5131,117594,1
5133,29524,1
5133,51243,1
5133,57317,1
5133,70456,1
5133,88728,1
5133,101020,1
5133,113762,1
5141,4154,1
5141,6611,1
5141,6617,1
5141,10378,1
5141,88525,1
5150,5770,1
5150,6495,1
5150,8951,1
5150,40435,1
5150,117684,1
5150,117685,1
5150,117686,1
5155,111,1
5155,1345,1
5155,4330,1
5155,14178,1
5155,18606,1
5155,115380,1
5155,117705,1
5159,41,1
5159,1544,1
5159,1695,1
5159,4784,1
5159,6430,1
5159,6596,1
5159,11559,1
5168,31839,1
5168,35440,1
5168,35451,1
5168,75830,1
5168,90167,1
5168,91144,1
5168,113450,1
5175,8747,1
5175,15386,1
5175,24060,1
5175,80105,1
5175,90932,1
5175,117798,1
5177,1677,1
5177,3929,1
5177,9838,1
5177,38336,1
5177,113885,1
5177,117831,1
5204,76158,1
5204,76159,1
5204,76166,1
5204,76201,1
5204,98353,1
5204,117881,1
5204,117882,1
5209,1638,1
5209,1639,1
5209,2119,1
5209,11870,1
5209,34319,1
5209,60884,1
5210,17532,1
5210,33469,1
5210,44928,1
5210,110170,1
5210,117897,1
5211,17836,1
5211,74340,1
5211,101515,1
5211,102125,1
5211,115882,1
5218,64624,1
5218,111142,1
5218,111149,1
5218,111156,1
5218,111157,1
5218,117924,1
5225,5755,1
5225,21313,1
5225,29600,1
5225,30354,1
5225,32942,1
5225,39989,1
5238,33543,1
5238,33556,1
5238,64379,1
5238,82021,1
5238,88206,1
5238,117943,1
5238,117944,1
5240,29,1
5240,1321,1
5240,2572,1
5240,2594,1
5240,36753,1
5240,48085,1
5250,44693,1
5250,106299,1
5250,116896,1
5250,116916,1
5250,117954,1
5258,14791,1
5258,25093,1
5258,25169,1
5258,112736,1
5258,117967,1
5258,117968,1
5258,117969,1
5272,2805,1
5272,6492,1
5272,9832,1
5272,9845,1
5272,24798,1
5272,30999,1
5272,68783,1
5273,1253,1
5273,1282,1
5273,3893,1
5273,37917,1
5273,105861,1
5273,117453,1
5279,20563,1
5279,23863,1
5279,34011,1
5279,62817,1
5279,80140,1
5294,2161,1
5294,3493,1
5294,11514,1
5294,28686,1
5294,41551,1
5294,86666,1
5294,118016,1
5303,2140,1
