uid,iid,val,tag
50,125,3,883498655
50,161,5,883498936
50,238,1,883498756
50,239,4,883498936
50,260,2,883498844
50,321,5,883498844
50,347,4,883498844
50,356,3,883498790
50,357,5,883498685
50,373,3,883498685
50,430,3,883498728
50,437,3,883498685
50,504,4,883498685
50,574,3,883498623
50,684,5,883498937
50,918,4,883498756
54,10,3,878176084
54,22,5,878176398
54,23,5,878176134
54,52,4,878176237
54,87,1,878176005
54,97,1,878176134
54,101,4,878176397
54,136,1,878176134
54,140,3,878176047
54,141,5,878176047
54,156,5,878176398
54,209,3,878176047
54,216,4,878176397
54,217,5,878176398
54,274,3,878176206
54,278,2,878176134
54,357,4,878176005
54,402,3,878176084
54,407,5,878176397
54,697,2,878176206
54,1111,1,878176134
60,40,4,891220884
60,43,2,891206407
60,72,2,891206407
60,95,2,891220884
60,98,5,891206371
60,144,3,891206450
60,157,4,891206125
60,175,2,892302120
60,184,5,892302120
60,261,3,891206274
60,269,1,892302231
60,274,3,892302309
60,280,3,891206232
60,403,1,891206450
60,489,3,891206125
60,509,4,891206194
60,604,2,891206126
60,645,5,891206407
60,661,2,892331237
60,1080,2,892302309
60,1081,4,891206274
77,10,4,879633721
77,43,1,879633495
77,60,4,879633467
77,77,5,879634264
77,86,3,879633785
77,95,3,879633495
77,144,1,879633567
77,153,3,879633702
77,173,3,879633767
77,177,4,879633745
77,222,2,879633745
77,336,1,879634199
77,360,4,879633567
77,403,5,879633467
77,489,3,879633467
77,512,4,879634223
77,532,4,879633766
77,636,5,879634134
77,649,4,879634223
77,838,5,879633600
77,1047,3,879634199
85,0,4,879569486
85,40,3,879570149
85,43,4,879570218
85,60,3,879570218
85,85,1,879570277
85,98,2,879569555
85,157,5,879570366
85,223,3,879570366
85,268,2,879570149
85,289,3,879569555
85,339,4,879570423
85,360,3,879570366
85,489,4,879569486
85,565,3,879569555
85,575,5,879570974
85,645,3,879570277
85,847,3,879570423
85,941,5,879570974
85,1141,4,879570218
85,1149,5,879570973
85,1171,2,879570218
85,1173,5,879570973
85,1250,5,879570973
87,1,3,891037111
87,72,4,891037708
87,115,2,891037276
87,251,1,891037708
87,289,5,891037111
87,325,4,891037276
87,403,4,891037618
87,551,5,891037708
87,565,3,891037708
87,645,3,891037466
87,659,4,891037859
87,664,4,891037396
87,672,5,891037276
87,691,5,891038103
87,710,3,891037201
87,796,5,891037336
87,838,3,891037466
87,847,5,891038103
87,980,5,891038103
87,1171,5,891038103
92,12,4,888705295
92,23,3,888705416
92,24,5,888705321
92,68,5,888705388
92,89,4,888705224
92,103,1,888705360
92,124,4,888705761
92,133,4,888705200
92,173,4,888705879
92,181,4,888705939
92,302,4,888705321
92,402,3,888705053
92,444,2,888705780
92,462,3,888705966
92,512,2,888706037
92,528,5,888705053
92,549,1,888705416
92,597,4,888705146
92,686,2,888705257
92,1069,3,888705988
106,1,4,891264296
106,43,3,891264501
106,51,1,891264535
106,60,3,891264432
106,116,3,891264598
106,139,4,891264387
106,144,1,891264566
106,157,4,891264466
106,251,2,891264432
106,269,2,891264432
106,280,3,891264267
106,289,2,891264266
106,331,3,891264659
106,339,2,891264630
106,346,4,891264327
106,489,5,891264267
106,645,1,891264432
106,673,4,891264535
106,710,2,891264266
106,742,5,891264356
106,1063,5,891264501
106,1331,3,891264466
131,49,4,891278744
131,88,4,891278996
131,89,3,891278915
131,103,3,891278774
131,148,4,891278996
131,189,4,891278937
131,216,5,891278996
131,241,4,891278807
131,288,3,891278807
131,289,3,891278680
131,297,4,891278867
131,357,3,891278774
131,378,5,891278996
131,492,3,891278896
131,510,4,891278996
131,520,4,891278996
131,558,4,891278996
131,634,3,891278867
131,858,4,891278996
131,873,4,891278996
131,1073,5,891278996
131,1286,3,891278896
139,1,4,879013617
139,40,4,879013747
139,48,3,879013617
139,51,3,879013684
139,60,3,879013617
139,95,3,879013651
139,117,3,879013720
139,139,4,879013684
139,157,3,879013617
139,213,2,879013684
139,223,3,879013651
139,243,5,879013684
139,251,4,879013651
139,289,5,879013617
139,331,3,879013719
139,360,4,879013719
139,376,2,879013719
139,403,3,879013747
139,565,4,879013617
139,838,4,879013832
139,884,3,879013719
142,51,4,888407708
142,60,5,888407586
142,72,2,888407622
142,95,3,888407708
142,98,4,888407656
142,104,4,888407622
142,130,4,888407586
142,144,3,888407656
142,157,3,888407586
142,184,5,888407741
142,269,4,888407708
142,280,5,888407708
142,289,2,888407586
142,325,4,888407542
142,331,5,888407741
142,591,3,888407741
142,604,5,888407622
142,710,5,888407586
142,847,5,888407708
142,1288,3,888407656
146,1,4,885593845
146,40,5,885593942
146,72,4,885593965
146,115,5,885593812
146,157,4,885594040
146,206,5,885594204
146,261,2,885593965
146,289,5,885594040
146,346,4,885593997
146,403,5,885594204
146,419,5,885594040
146,489,4,885593812
146,517,3,885593997
146,565,4,885593812
146,659,5,885593965
146,672,5,885594015
146,710,4,885593965
146,742,4,885593965
146,830,4,885594040
146,941,3,885594204
152,6,4,881371032
152,51,3,881370900
152,52,1,881371140
152,95,2,881370859
152,101,1,881371140
152,144,2,881370900
152,156,5,881371198
152,157,5,881371336
152,161,1,881371140
152,166,2,881371032
152,189,3,881371140
152,201,4,881371140
152,216,5,881371140
152,239,5,881371005
152,240,5,881371059
152,251,3,881370900
152,274,2,881370935
152,331,2,881370935
152,356,5,881371198
152,357,1,881371140
152,359,2,881371198
152,407,2,881371140
152,614,3,881371198
154,43,2,879371061
154,48,2,879371121
154,51,2,879371261
154,60,3,879370860
154,95,3,879371194
154,98,2,879370860
154,117,2,879371061
154,144,2,879371261
154,175,2,879371261
154,223,3,879370860
154,251,4,879370963
154,289,4,879370860
154,331,2,879371261
154,380,5,879371121
154,419,3,879371061
154,495,2,879370963
154,565,3,879370963
154,604,3,879370860
154,645,2,879370963
154,803,3,879371194
154,847,2,879371121
154,884,2,879371261
162,29,3,891220137
162,31,4,891220196
162,60,3,891220226
162,130,4,891219977
162,157,4,891219977
162,166,3,891220196
162,179,3,891220137
162,184,4,891219976
162,200,4,891220161
162,216,4,891220097
162,239,4,891220161
162,240,4,891220097
162,268,2,891219643
162,289,3,891219977
162,320,4,891220019
162,346,2,891219977
162,403,3,891219977
162,469,3,891220019
162,477,1,891220137
162,489,3,891219977
162,624,5,891219976
162,645,3,891219977
162,847,3,891219977
165,4,1,886397596
165,51,5,886397723
165,60,3,886397510
165,95,3,886397596
165,98,5,886397722
165,144,5,886397722
165,157,4,886397562
165,175,2,886397751
165,184,5,886397562
165,187,3,886397855
165,252,4,886397882
165,261,4,886397665
165,265,5,886397802
165,289,1,886397562
165,325,3,886397478
165,645,5,886397723
165,661,3,886397827
165,710,5,886397478
165,722,1,886397777
165,964,4,886397905
169,40,4,887646133
169,51,5,884103801
169,60,3,884706012
169,95,3,884705913
169,98,3,884103860
169,117,5,884103758
169,144,3,884293671
169,157,3,884104016
169,245,5,887646170
169,265,5,884103918
169,274,4,886623680
169,280,4,886190330
169,339,3,886623680
169,419,5,884103732
169,582,3,886190476
169,645,5,884103732
169,722,3,884706063
169,847,5,886623057
169,884,3,884706063
169,925,3,886190449
169,940,3,887646014
169,1171,3,886190419
201,0,3,879726342
201,24,3,879727059
201,57,3,879727116
201,58,1,879726778
201,102,4,879727059
201,112,4,879726914
201,157,4,879726342
201,161,3,879726778
201,200,1,879727116
201,241,4,879727153
201,247,3,879727058
201,254,2,879727294
201,289,1,879726342
201,319,5,879727058
201,321,2,879726914
201,489,4,879726420
201,490,1,879727294
201,589,4,879726778
201,597,3,879727153
201,903,1,879726642
204,0,4,888284313
204,40,3,888284313
204,51,3,888284577
204,95,3,888284402
204,98,3,888284454
204,139,2,888284618
204,157,3,888284313
204,175,4,888284710
204,265,1,888284710
204,274,1,888284618
204,280,4,888284618
204,289,2,888284245
204,325,4,888284245
204,360,4,888284710
204,489,3,888284347
204,567,2,888284532
204,624,4,888284710
204,645,3,888284245
204,661,2,888284758
204,710,3,888284313
204,847,4,888284454
204,911,1,888284495
219,48,3,881198246
219,60,5,881197887
219,95,4,881197663
219,116,3,881198524
219,139,4,881197771
219,153,4,881198966
219,157,3,881197771
219,243,4,881198014
219,252,3,881198738
219,280,3,881197771
219,289,5,881197663
219,331,1,881198435
219,346,4,881197771
219,360,4,881198113
219,380,4,881197664
219,403,4,881197948
219,489,5,881197597
219,565,4,881197771
219,579,3,881197948
219,591,4,881198014
219,645,5,881197663
219,742,4,881197663
227,31,3,889388607
227,43,1,889387216
227,60,4,889387173
227,66,4,889388547
227,72,5,889387173
227,89,3,889388521
227,115,3,889388440
227,130,5,889388440
227,148,1,889388662
227,216,2,889388607
227,247,3,889388662
227,289,5,889387172
227,343,1,889387173
227,355,3,889388521
227,411,5,889388547
227,430,4,889388489
227,544,1,889388662
227,623,4,889388521
227,691,1,889387173
227,710,5,889387172
227,806,3,889388662
230,24,3,879965704
230,52,4,888605273
230,68,4,879965704
230,103,1,879966209
230,120,5,888605273
230,136,4,879966609
230,173,3,879966018
230,175,4,888605273
230,177,3,879965760
230,189,3,879965565
230,278,3,879966146
230,350,4,888605273
230,357,4,888605273
230,360,4,888605273
230,387,5,888605273
230,402,4,879966609
230,444,3,879965961
230,645,4,888605273
230,710,3,888604920
230,752,4,888605274
230,1009,5,888605273
240,1,3,887249576
240,4,3,887249482
240,48,3,887249841
240,60,5,887249745
240,72,2,887249482
240,95,3,887250085
240,104,4,887249795
240,115,5,887249576
240,139,4,887249576
240,252,2,887250085
240,289,5,887249482
240,353,2,887249889
240,419,4,887250084
240,509,4,887249576
240,591,2,887249745
240,616,3,887250085
240,645,4,887249685
240,710,4,887249795
240,838,5,887249889
240,866,2,887250085
240,875,3,887250085
240,931,4,887249685
240,941,3,887250026
241,24,4,879740362
241,45,5,879741196
241,77,4,879740594
241,83,4,879741196
241,89,5,879741196
241,95,4,879740082
241,139,5,879741340
241,298,3,879740593
241,346,5,879741340
241,355,3,879740223
241,380,5,879741340
241,406,5,879741196
241,597,4,879740362
241,604,5,879741340
241,669,3,879740800
241,799,5,879741340
241,1069,5,879741196
241,1071,5,879741196
241,1310,5,879741196
244,12,4,888513212
244,52,4,888513664
244,103,3,888513279
244,106,3,888513502
244,131,3,888513425
244,157,4,888513691
244,196,5,888513447
244,220,2,888513058
244,278,4,888513326
244,336,3,888513393
244,340,4,888513361
244,347,3,888513026
244,357,4,888513664
244,363,2,888513081
244,412,1,888513860
244,415,4,888513447
244,569,5,888513522
244,645,4,888513026
244,649,3,888513425
244,771,2,888513344
244,964,1,888513860
244,1139,4,888513575
251,24,5,891456989
251,28,4,891456797
251,49,5,891456797
251,89,5,891456464
251,133,4,891456876
251,139,5,891455329
251,209,4,891455743
251,267,5,891456989
251,289,5,891455263
251,355,5,891456876
251,364,4,891455743
251,406,3,891456738
251,499,4,891456876
251,500,5,891456797
251,594,4,891456738
251,645,4,891448664
251,686,5,891456877
251,698,3,891456877
251,856,5,891456876
251,858,5,891457490
251,1000,4,891456738
272,40,3,891292935
272,72,4,891293008
272,85,3,891293304
272,98,3,891293048
272,104,2,891292761
272,130,4,891292811
272,139,5,891292905
272,184,4,891293008
272,243,4,891293048
272,251,4,891293048
272,289,3,891292761
272,325,4,891292846
272,346,4,891292905
272,395,3,891292873
272,565,4,891292846
272,624,4,891293201
272,710,3,891292873
272,742,3,891292761
272,796,4,891292905
272,830,3,891293108
272,1063,5,891293008
272,1084,4,891292873
281,1,5,879949347
281,43,5,879949417
281,60,4,879949367
281,85,3,879949468
281,95,4,879949525
281,104,3,881702875
281,139,4,879949438
281,157,5,879949367
281,252,4,881702939
281,268,2,879949504
281,269,3,881702919
281,280,3,879949394
281,331,1,881703044
281,346,4,879949347
281,489,4,879949347
281,565,4,879949394
281,645,3,879949438
281,742,3,879949394
281,850,4,879949417
281,875,2,881703044
281,1001,3,879949594
281,1194,4,879949468
299,10,4,875650267
299,49,3,875650267
299,51,4,875650018
299,60,4,875649995
299,95,3,875649995
299,98,3,875650068
299,116,1,875650132
299,223,5,875650068
299,433,4,875650329
299,457,4,875650018
299,638,4,875650329
299,645,4,875649995
299,661,4,875650068
299,687,5,875650298
299,722,2,875650042
299,878,4,875650267
299,925,5,875650105
299,980,3,875650018
299,996,4,875650329
299,1171,5,875650105
301,51,2,879436875
301,95,1,879436911
301,98,3,879436844
301,104,4,879436739
301,117,2,879436911
301,144,2,879436875
301,157,3,879436739
301,175,1,879436739
301,243,2,879436785
301,268,2,879436960
301,269,4,879436911
301,280,3,879436785
301,360,3,879436874
301,391,2,879437035
301,403,4,879436820
301,582,2,879436932
301,682,2,879436820
301,884,2,879436875
301,912,2,879436981
301,941,2,879436785
301,1001,3,879436981
308,0,4,877370319
308,40,3,877370319
308,72,3,877370319
308,157,5,877370288
308,213,4,877370356
308,243,2,877370319
308,268,4,877370319
308,279,2,877370383
308,280,3,877370419
308,289,4,877370383
308,343,4,877370383
308,380,2,877370356
308,495,3,877370419
308,565,4,877370419
308,604,5,877370356
308,645,3,877370288
308,847,5,877370383
308,911,5,877370356
308,1167,3,877370383
308,1183,2,877370319
309,10,5,879436576
309,12,3,879436062
309,17,3,879436534
309,40,5,879435664
309,52,4,879436104
309,89,5,879436137
309,95,1,879436712
309,107,1,879436035
309,133,5,879436268
309,157,3,879435606
309,175,3,879435729
309,302,5,879436534
309,357,5,879436177
309,406,4,879436292
309,464,5,879435764
309,520,5,879436035
309,609,4,879436242
309,654,5,879436467
309,658,5,879436104
309,835,4,879436137
309,1121,1,879436177
316,51,3,891446783
316,60,4,891446190
316,98,4,891446438
316,116,4,891446843
316,117,4,891446575
316,139,3,891446371
316,144,2,891446819
316,175,5,891446843
316,268,3,891446575
316,269,3,891446575
316,274,2,891446887
316,353,5,891446819
316,551,4,891446251
316,575,2,891446412
316,582,4,891446371
316,604,4,891446190
316,605,4,891446783
316,645,4,891446313
316,710,4,891446208
316,802,4,891446887
316,847,3,891446438
316,1085,3,891446819
318,1,4,876280242
318,4,3,889816026
318,48,4,876280289
318,85,2,879977242
318,104,4,879975504
318,115,3,889816107
318,139,4,889816026
318,261,3,889816136
318,268,5,876280338
318,280,4,875707746
318,339,2,889816172
318,353,3,889816233
318,380,4,879975504
318,403,4,875707721
318,489,3,875707746
318,591,3,879977089
318,710,5,889816026
318,742,3,879975481
318,793,4,875707690
318,838,4,889816332
318,875,3,881355802
318,980,3,889816267
318,1001,3,889816233
334,51,4,891567125
334,60,4,891566952
334,98,3,891566903
334,104,5,891566952
334,117,4,891567053
334,144,4,891567125
334,157,1,891566808
334,175,2,891567098
334,184,5,891567004
334,269,4,891567029
334,274,3,891567251
334,280,4,891566952
334,346,4,891566861
334,489,4,891566808
334,495,1,891567098
334,605,3,891567053
334,645,5,891567029
334,710,3,891566808
334,742,5,891566808
334,802,3,891567159
334,1063,5,891566808
334,1080,2,891566976
340,60,4,890757686
340,95,3,890757997
340,223,4,890757841
340,339,3,890758051
340,419,5,890757659
340,457,3,890758169
340,482,3,890758113
340,582,5,890757745
340,591,3,890757961
340,616,4,890757782
340,635,3,890758080
340,838,5,890757997
340,866,4,890757961
340,908,5,890758113
340,911,5,890757961
340,925,4,890757886
340,931,5,890757745
340,1001,1,890758050
340,1171,5,890757961
340,1214,4,890757717
340,1293,2,890757782
363,1,4,875931309
363,60,4,875931432
363,72,4,875931309
363,95,5,875931432
363,139,3,875931309
363,251,2,875931478
363,274,4,875931478
363,289,5,875931309
363,331,4,875931432
363,360,3,875931432
363,457,4,875931561
363,489,4,875931309
363,565,3,875931309
363,567,3,875931585
363,674,5,875931585
363,722,1,875931561
363,803,4,875931478
363,850,3,875931432
363,884,2,875931561
363,980,2,875931432
368,4,4,889427890
368,52,5,889428642
368,53,5,889428642
368,63,5,889428642
368,139,5,889428642
368,161,5,889428642
368,261,4,889428097
368,269,5,889428642
368,357,5,889428642
368,367,3,889428494
368,395,4,889428642
368,457,2,889428228
368,490,4,889428442
368,608,5,889428642
368,616,2,889428072
368,624,5,889428641
368,632,4,889428418
368,661,3,889428228
368,827,4,889428011
368,884,3,889428228
368,1001,3,889428228
368,1194,3,889428268
383,1,5,891273509
383,43,4,891273761
383,98,4,891274091
383,130,5,891273509
383,157,4,891273683
383,175,4,891274028
383,184,4,891273509
383,252,3,891273716
383,261,4,891274091
383,268,4,891273874
383,269,4,891283502
383,280,4,891273509
383,289,4,891273649
383,360,5,891283502
383,605,4,891274055
383,624,5,891274055
383,645,4,891273809
383,710,5,891273683
383,875,4,891274232
383,876,3,891273761
383,973,4,891274962
383,1167,4,891273905
385,12,4,877654961
385,23,3,877655085
385,25,2,877655195
385,52,3,877654961
385,58,5,877654961
385,87,4,877654961
385,97,4,877655085
385,136,4,877655145
385,140,5,877655028
385,141,3,877655028
385,144,4,877655085
385,151,3,877655145
385,158,3,877654961
385,189,5,877654961
385,209,3,877655028
385,278,3,877655145
385,357,4,877654961
385,402,3,877655145
385,534,3,877655195
385,609,4,877655028
385,759,5,877655145
385,996,3,877655195
385,1011,4,877655146
399,40,4,885676490
399,48,2,885676526
399,60,4,885676365
399,72,3,885676365
399,95,3,885676411
399,98,3,885676490
399,104,3,885676526
399,144,4,885676582
399,157,5,885676316
399,175,2,885676411
399,245,4,885676452
399,251,4,885676452
399,252,4,885676552
399,289,4,885676230
399,339,3,885676490
399,380,3,885676230
399,403,4,885676411
399,489,4,885676230
399,645,4,885676230
399,710,5,885676316
399,866,4,885676452
399,875,3,885676316
417,1,2,891282551
417,4,2,891282595
417,40,4,891282738
417,43,1,891282836
417,60,5,891282836
417,98,1,891282738
417,115,2,891282626
417,157,5,891282551
417,214,1,891282521
417,280,5,891282520
417,325,2,891282521
417,403,2,891282738
417,489,5,891282765
417,604,3,891282521
417,645,3,891282656
417,710,3,891282680
417,866,4,891282595
417,1015,1,891282765
417,1222,2,891282813
417,1318,5,891282706
430,1,3,877844062
430,43,3,877844559
430,48,3,877844377
430,51,4,877844559
430,72,3,877844183
430,95,5,877844377
430,98,4,877844377
430,104,3,879038461
430,117,4,877844489
430,144,3,877844559
430,175,4,877844377
430,243,4,877844183
430,268,3,877844489
430,289,4,877844062
430,489,3,877844062
430,645,4,877844248
430,746,3,881127436
430,875,3,881127786
430,884,2,877844657
430,1001,2,877844489
430,1118,4,881127620
440,24,5,891035468
440,49,3,891035441
440,60,2,891035056
440,68,3,891035699
440,85,4,891035289
440,86,3,891036306
440,95,4,891035211
440,136,3,891035507
440,140,4,891035489
440,209,4,891035468
440,261,4,891035247
440,339,3,891035211
440,402,4,891035489
440,500,4,891035528
440,575,2,891035350
440,641,4,891035528
440,645,3,891035056
440,710,4,891035056
440,1080,4,891035267
440,1118,3,891035144
460,0,3,885355735
460,1,3,885355646
460,40,4,885355805
460,43,4,885355757
460,95,3,885355805
460,157,4,885355735
460,175,1,885355839
460,177,2,885355890
460,184,4,885355679
460,251,3,885355757
460,339,2,885355679
460,346,2,885355757
460,357,3,885356089
460,402,2,885355890
460,489,3,885355705
460,500,5,885356112
460,510,4,885356112
460,565,3,885355778
460,591,1,885355705
460,710,4,885355646
460,754,2,885355930
460,762,5,885355890
460,926,2,885355930
474,1,3,891451083
474,43,4,891451149
474,49,5,891452276
474,157,1,891451205
474,184,4,891451341
474,189,4,891627857
474,243,1,891451341
474,289,2,891451276
474,325,4,891452177
474,339,5,891628024
474,357,5,891627857
474,377,4,891627606
474,380,5,891451276
474,422,4,891627606
474,489,4,891451276
474,551,2,891627606
474,624,5,891627927
474,706,3,891451693
474,710,2,891451083
474,1063,5,891451402
511,1,4,888578289
511,6,4,888580143
511,24,4,888589126
511,94,4,888580248
511,141,5,888579645
511,157,3,888578768
511,200,5,888579569
511,216,5,888579996
511,229,5,888579520
511,235,5,888579920
511,254,4,888579747
511,256,5,888579474
511,289,5,888578937
511,307,5,888579520
511,320,5,888579520
511,331,2,888579139
511,357,5,888579997
511,650,5,888579645
511,710,3,888578289
511,1113,4,888579569
511,1291,4,888578602
512,6,5,885062919
512,10,4,885062519
512,12,5,885062519
512,23,4,885062559
512,25,4,885062601
512,52,5,885062332
512,97,4,885062601
512,136,3,885062559
512,140,5,885062519
512,144,5,885062636
512,157,4,885062286
512,189,4,885062286
512,305,3,885062332
512,347,5,885063273
512,350,5,885063549
512,357,5,885062365
512,402,5,885062602
512,434,5,885063056
512,529,4,885062636
512,610,3,885062453
512,618,5,885063304
512,895,4,885062602
515,5,5,891290648
515,34,4,891290593
515,52,4,891290566
515,58,4,891290566
515,195,3,891290649
515,240,3,891290685
515,247,4,891290649
515,254,4,891290685
515,262,4,891290649
515,275,3,891290649
515,277,5,891290685
515,289,5,891290565
515,305,4,891290565
515,354,3,891290649
515,357,5,891290565
515,463,5,891290593
515,509,4,891290565
515,558,3,891290649
515,662,5,891290594
515,849,4,891290649
515,1063,5,891290565
519,0,5,885168819
519,1,3,885170330
519,17,3,885170516
519,49,4,885170394
519,72,5,885168677
519,86,4,885170476
519,95,3,885170330
519,196,1,885170476
519,274,2,885170330
519,289,5,885168591
519,325,4,885169083
519,360,4,885169052
519,412,1,885170476
519,489,5,885168591
519,509,4,885168862
519,597,4,885170516
519,645,4,885168906
519,659,5,885168939
519,796,3,885168591
519,803,4,885168906
519,1038,3,885170585
519,1047,1,885170547
519,1151,2,885170330
546,1,5,891282575
546,48,3,891282681
546,85,2,891282967
546,95,1,891282757
546,98,4,891282757
546,157,4,891282596
546,184,4,891282680
546,243,3,891282715
546,251,4,891282732
546,261,4,891282597
546,280,4,891282555
546,325,4,891282555
546,360,3,891282775
546,403,3,891282680
546,489,3,891282555
546,551,4,891282640
546,565,4,891282926
546,624,5,891282797
546,673,4,891282824
546,710,5,891282611
546,742,4,891282757
546,796,2,891282699
546,830,5,891282555
557,49,5,879436396
557,59,5,879436396
557,68,3,879436140
557,89,4,879435896
557,133,4,879436097
557,148,4,879435896
557,242,5,879436396
557,289,4,879435828
557,399,4,879436027
557,489,4,879436396
557,500,4,879436069
557,510,5,879436396
557,594,4,879436396
557,597,3,879436097
557,642,5,879436396
557,658,5,879436396
557,858,4,879435855
557,1040,5,879436396
557,1052,5,879436396
557,1201,2,879435896
569,1,4,881262145
569,43,4,881262795
569,60,2,881262307
569,72,3,881262307
569,117,1,881262497
569,139,3,881262404
569,157,3,881262189
569,175,3,881262497
569,243,5,881262256
569,251,1,881262795
569,268,2,881262795
569,269,4,881262256
569,289,4,881262625
569,346,5,881262256
569,360,1,881262497
569,403,3,881262404
569,495,2,881262437
569,661,1,881262557
569,691,2,881262534
569,742,3,881262145
569,847,1,881262437
569,1001,2,881262582
570,22,2,883354992
570,34,3,883354818
570,38,2,883355063
570,52,4,883354940
570,99,3,883354886
570,101,4,883354940
570,191,2,883354760
570,239,4,883355063
570,240,4,883355063
570,241,4,883354992
570,254,4,883354761
570,299,4,883354992
570,319,3,883354886
570,337,3,883354818
570,417,3,883354760
570,608,4,883355063
570,653,4,883354992
570,858,4,883354760
570,923,4,883354940
570,1031,4,883355063
571,12,2,879449763
571,28,1,879449799
571,45,3,879449708
571,49,3,879449632
571,133,4,879449683
571,173,4,879449573
571,222,4,879449573
571,289,4,879449179
571,360,3,879449277
571,402,2,879449610
571,403,4,879449243
571,405,3,879449840
571,431,4,879449763
571,481,2,879449683
571,500,5,879449610
571,565,4,879449209
571,645,4,879449243
571,858,5,879449610
571,1009,1,879449840
571,1336,3,879449734
595,12,3,883539402
595,52,4,883539431
595,60,4,883538847
595,95,4,883539079
595,98,5,883539103
595,144,4,883538965
595,157,3,883539011
595,274,3,883538965
595,289,4,883538815
595,357,5,883539402
595,360,3,883539079
595,431,2,883539402
595,445,4,883539402
595,591,4,883539173
595,645,4,883539011
595,686,3,883539431
595,710,5,883538815
595,848,2,883539767
595,856,3,883539402
595,866,3,883539049
630,4,4,888465004
630,48,3,888465180
630,60,3,888464916
630,85,2,888465299
630,95,3,888465155
630,104,4,888465033
630,130,4,888464916
630,144,2,888465216
630,213,2,888464941
630,289,3,888465033
630,325,4,888464916
630,360,4,888465216
630,376,2,888465084
630,403,4,888465107
630,482,2,888465131
630,509,4,888464980
630,591,2,888465247
630,691,4,888465216
630,710,4,888464915
630,1214,2,888465351
635,12,5,891449148
635,23,5,891449305
635,24,3,891448229
635,49,5,891448228
635,68,5,891449237
635,86,5,891449237
635,89,3,891448229
635,130,5,891448155
635,157,5,891448155
635,181,4,891449371
635,188,5,891449123
635,190,4,891449328
635,222,5,891448297
635,340,5,891449212
635,402,5,891449212
635,406,4,891449263
635,500,3,891448185
635,597,3,891448916
635,710,5,891448155
635,761,5,891449263
650,0,5,880126430
650,1,5,879348880
650,43,4,880126473
650,48,3,879348880
650,51,3,880126632
650,58,5,879348966
650,72,3,880126508
650,95,1,879348880
650,139,2,880126473
650,189,4,879348965
650,289,4,879348880
650,380,5,880126473
650,403,3,880126632
650,419,2,879348881
650,489,5,880126096
650,510,4,879348966
650,575,3,880126096
650,579,1,880126547
650,658,2,879348966
650,682,1,880126632
650,686,4,879348966
651,10,2,882567356
651,60,2,882566890
651,89,4,882567294
651,95,2,882566890
651,98,4,882567058
651,102,4,882567356
651,104,4,882566890
651,117,4,882567058
651,144,3,882567100
651,175,3,882566948
651,265,2,882567180
651,268,3,882566924
651,280,4,882566857
651,289,3,882567012
651,318,5,882567383
651,339,2,882567058
651,403,1,882566948
651,549,2,882567383
651,641,4,882567294
651,645,4,882566890
651,788,3,882567383
651,1118,4,882567012
661,30,5,880571006
661,49,5,880571006
661,58,4,880571006
661,89,4,880571006
661,139,5,880571005
661,188,4,880570142
661,204,4,880570112
661,222,3,880570194
661,289,3,880569465
661,298,2,880570487
