uid,iid,val,tag
77,86,3,879633785
77,95,3,879633495
77,144,1,879633567
77,153,3,879633702
77,173,3,879633767
77,177,4,879633745
77,222,2,879633745
77,336,1,879634199
77,360,4,879633567
77,403,5,879633467
77,489,3,879633467
77,512,4,879634223
77,532,4,879633766
77,636,5,879634134
77,649,4,879634223
77,838,5,879633600
77,1047,3,879634199
85,0,4,879569486
85,40,3,879570149
85,43,4,879570218
85,60,3,879570218
85,85,1,879570277
85,98,2,879569555
85,157,5,879570366
85,223,3,879570366
85,268,2,879570149
85,289,3,879569555
85,339,4,879570423
85,360,3,879570366
85,489,4,879569486
85,565,3,879569555
85,575,5,879570974
85,645,3,879570277
85,847,3,879570423
85,941,5,879570974
85,1141,4,879570218
85,1149,5,879570973
85,1171,2,879570218
85,1173,5,879570973
85,1250,5,879570973
87,1,3,891037111
87,72,4,891037708
87,115,2,891037276
87,251,1,891037708
87,289,5,891037111
87,325,4,891037276
87,403,4,891037618
87,551,5,891037708
87,565,3,891037708
87,645,3,891037466
87,659,4,891037859
87,664,4,891037396
87,672,5,891037276
87,691,5,891038103
87,710,3,891037201
87,796,5,891037336
87,838,3,891037466
87,847,5,891038103
87,980,5,891038103
87,1171,5,891038103
92,12,4,888705295
92,23,3,888705416
92,24,5,888705321
92,68,5,888705388
92,89,4,888705224
92,103,1,888705360
92,124,4,888705761
92,133,4,888705200
92,173,4,888705879
92,181,4,888705939
92,302,4,888705321
92,402,3,888705053
92,444,2,888705780
92,462,3,888705966
92,512,2,888706037
92,528,5,888705053
92,549,1,888705416
92,597,4,888705146
92,686,2,888705257
92,1069,3,888705988
97,33,3,880499087
97,34,5,880498898
97,51,3,880498586
97,86,5,880499111
97,93,2,880498935
97,108,5,880498898
97,251,3,880498519
97,303,3,880499053
97,321,1,880498935
97,337,4,880498898
97,342,4,880498797
97,343,3,880498624
97,347,4,880498968
97,367,2,880498834
97,422,3,880499018
97,430,3,880498861
97,486,5,880498861
97,501,3,880498968
97,558,5,880498967
97,596,5,880498990
97,618,5,880498967
97,643,5,880498834
97,658,5,880499053
97,750,3,880498935
97,839,5,880499111
97,884,1,880498668
97,906,2,880499053
104,1,5,889214193
104,43,4,889214406
104,60,4,889214335
104,72,3,889214306
104,104,2,889214381
104,116,2,889214491
104,130,4,889214284
104,139,4,889214268
104,157,5,889214306
104,175,2,889214406
104,184,3,889214334
104,252,2,889214524
104,261,2,889214381
104,269,2,889214245
104,280,3,889214268
104,289,4,889214306
104,489,4,889214193
104,495,4,889214245
104,710,5,889214193
104,742,3,889214245
104,827,3,889214406
104,838,3,889214335
104,941,5,889214245
106,1,4,891264296
106,43,3,891264501
106,51,1,891264535
106,60,3,891264432
106,116,3,891264598
106,139,4,891264387
106,144,1,891264566
106,157,4,891264466
106,251,2,891264432
106,269,2,891264432
106,280,3,891264267
106,289,2,891264266
106,331,3,891264659
106,339,2,891264630
106,346,4,891264327
106,489,5,891264267
106,645,1,891264432
106,673,4,891264535
106,710,2,891264266
106,742,5,891264356
106,1063,5,891264501
106,1331,3,891264466
110,0,4,891679901
110,1,5,891679971
110,40,4,891679840
110,98,4,891679939
110,104,2,891680243
110,130,3,891679692
110,157,4,891679692
110,214,2,891680243
110,243,3,891680028
110,251,3,891680076
110,280,4,891680028
110,289,4,891680076
110,325,5,891679692
110,346,2,891680243
110,403,4,891680028
110,489,5,891679692
110,551,4,891679692
110,710,4,891679901
110,742,4,891679692
110,796,4,891680028
110,847,3,891680131
110,931,3,891679692
110,1084,2,891680243
110,1135,3,891679939
119,10,2,889490979
119,23,2,889490979
119,24,4,889490412
119,25,2,889490979
119,58,5,889489772
119,68,4,889490244
119,77,3,889490172
119,86,5,889490370
119,117,3,889490633
119,136,4,889490580
119,140,3,889490979
119,157,5,889490124
119,189,4,889489772
119,242,2,889490979
119,289,5,889489943
119,350,3,889490633
119,357,4,889489973
119,364,4,889490549
119,399,4,889490522
119,402,4,889490290
119,500,4,889489886
119,549,4,889490447
119,574,3,889490499
119,641,4,889490172
119,857,2,889490979
119,1009,4,889490290
123,5,3,890287221
123,22,4,890287645
123,24,3,890287733
123,31,4,890287822
123,88,5,890287645
123,93,3,890399902
123,99,1,890286933
123,101,3,890287317
123,102,4,890399864
123,112,4,890399864
123,140,3,890287181
123,156,3,890287395
123,161,3,890287645
123,209,4,890287645
123,229,5,890287645
123,321,2,890287687
123,357,3,890287508
123,367,5,890287645
123,368,4,890287645
123,469,3,890287068
123,580,4,890287645
123,632,5,890287645
123,731,2,890287936
123,748,4,890287645
126,12,5,884364866
126,60,5,884363851
126,72,1,884363851
126,76,5,884364867
126,95,4,884363803
126,115,1,884363851
126,139,1,884363990
126,157,5,884364017
126,175,5,884364108
126,182,5,884364866
126,252,5,884364151
126,253,4,884364867
126,269,5,884364866
126,289,1,884364525
126,296,5,884364950
126,357,4,884364866
126,421,5,884363990
126,456,4,884364950
126,472,5,884364866
126,570,5,884364950
126,622,5,884364950
126,645,5,884364017
126,661,5,884364764
131,49,4,891278744
131,88,4,891278996
131,89,3,891278915
131,103,3,891278774
131,148,4,891278996
131,189,4,891278937
131,216,5,891278996
131,241,4,891278807
131,288,3,891278807
131,289,3,891278680
131,297,4,891278867
131,357,3,891278774
131,378,5,891278996
131,492,3,891278896
131,510,4,891278996
131,520,4,891278996
131,558,4,891278996
131,634,3,891278867
131,858,4,891278996
131,873,4,891278996
131,1073,5,891278996
131,1286,3,891278896
132,4,3,890588577
132,40,3,890588639
132,51,2,890588852
132,95,3,890588852
132,98,3,890588577
132,115,4,890588720
132,117,3,890588878
132,130,5,890588672
132,157,5,890588639
132,245,4,890588720
132,252,2,890589188
132,261,3,890588547
132,269,5,890588766
132,289,2,890588524
132,325,4,890588524
132,380,4,890588612
132,489,4,890588766
132,605,2,890588928
132,624,4,890588928
132,645,3,890588577
132,661,3,890589035
132,664,4,890588639
132,706,1,890588720
132,710,3,890588524
132,802,1,890588878
132,1063,3,890588672
133,1,2,891732150
133,24,5,891732756
133,68,5,891732726
133,85,4,891732532
133,95,4,891732365
133,98,4,891732335
133,144,4,891732335
133,157,4,891732122
133,175,5,891732365
133,206,2,891732507
133,242,3,891732726
133,261,5,891732335
133,268,4,891732393
133,274,4,891732271
133,289,3,891732334
133,325,3,891732122
133,335,2,891732532
133,339,2,891732393
133,403,2,891732296
133,489,3,891732122
133,624,4,891732418
133,645,3,891732220
133,706,4,891732335
133,710,5,891732150
133,847,5,891732296
138,0,3,879537876
138,1,3,879537844
138,12,3,879538199
138,30,4,879538218
138,49,5,879538199
138,60,4,879537918
138,77,3,879538254
138,104,4,879537876
138,139,4,879537876
138,189,5,879538578
138,242,4,879538255
138,243,5,879538021
138,289,4,879537844
138,322,3,879538199
138,355,5,879538415
138,371,4,879538327
138,399,5,879538169
138,406,2,879538254
138,637,4,879538275
138,948,5,879538275
138,1046,4,879538578
138,1250,4,879538080
138,1292,4,879538218
138,1346,5,879537844
139,1,4,879013617
139,40,4,879013747
139,48,3,879013617
139,51,3,879013684
139,60,3,879013617
139,95,3,879013651
139,117,3,879013720
139,139,4,879013684
139,157,3,879013617
139,213,2,879013684
139,223,3,879013651
139,243,5,879013684
139,251,4,879013651
139,289,5,879013617
139,331,3,879013719
139,360,4,879013719
139,376,2,879013719
139,403,3,879013747
139,565,4,879013617
139,838,4,879013832
139,884,3,879013719
142,51,4,888407708
142,60,5,888407586
142,72,2,888407622
142,95,3,888407708
142,98,4,888407656
142,104,4,888407622
142,130,4,888407586
142,144,3,888407656
142,157,3,888407586
142,184,5,888407741
142,269,4,888407708
142,280,5,888407708
142,289,2,888407586
142,325,4,888407542
142,331,5,888407741
142,591,3,888407741
142,604,5,888407622
142,710,5,888407586
142,847,5,888407708
142,1288,3,888407656
145,1,4,891457538
145,4,4,891457591
145,43,3,891457905
145,95,1,891457668
145,98,3,891458079
145,104,3,891457905
145,117,5,891458080
145,130,5,891457538
145,157,4,891457714
145,184,3,891457493
145,187,1,891457749
145,269,3,891457749
145,289,3,891457493
145,325,5,891458193
145,403,2,891457905
145,464,5,891458193
145,489,4,891457591
145,565,4,891457538
145,604,5,891458193
145,645,3,891457943
145,710,4,891457591
145,742,4,891457714
145,796,4,891457714
145,830,4,891457538
145,850,4,891457714
145,936,5,891458193
145,1080,1,891457978
145,1163,4,891457749
146,1,4,885593845
146,40,5,885593942
146,72,4,885593965
146,115,5,885593812
146,157,4,885594040
146,206,5,885594204
146,261,2,885593965
146,289,5,885594040
146,346,4,885593997
146,403,5,885594204
146,419,5,885594040
146,489,4,885593812
146,517,3,885593997
146,565,4,885593812
146,659,5,885593965
146,672,5,885594015
146,710,4,885593965
146,742,4,885593965
146,830,4,885594040
146,941,3,885594204
152,6,4,881371032
152,51,3,881370900
152,52,1,881371140
152,95,2,881370859
152,101,1,881371140
152,144,2,881370900
152,156,5,881371198
152,157,5,881371336
152,161,1,881371140
152,166,2,881371032
152,189,3,881371140
152,201,4,881371140
152,216,5,881371140
152,239,5,881371005
152,240,5,881371059
152,251,3,881370900
152,274,2,881370935
152,331,2,881370935
152,356,5,881371198
152,357,1,881371140
152,359,2,881371198
152,407,2,881371140
152,614,3,881371198
154,43,2,879371061
154,48,2,879371121
154,51,2,879371261
154,60,3,879370860
154,95,3,879371194
154,98,2,879370860
154,117,2,879371061
154,144,2,879371261
154,175,2,879371261
154,223,3,879370860
154,251,4,879370963
154,289,4,879370860
154,331,2,879371261
154,380,5,879371121
154,419,3,879371061
154,495,2,879370963
154,565,3,879370963
154,604,3,879370860
154,645,2,879370963
154,803,3,879371194
154,847,2,879371121
154,884,2,879371261
162,29,3,891220137
162,31,4,891220196
162,60,3,891220226
162,130,4,891219977
162,157,4,891219977
162,166,3,891220196
162,179,3,891220137
162,184,4,891219976
162,200,4,891220161
162,216,4,891220097
162,239,4,891220161
162,240,4,891220097
162,268,2,891219643
162,289,3,891219977
162,320,4,891220019
162,346,2,891219977
162,403,3,891219977
162,469,3,891220019
162,477,1,891220137
162,489,3,891219977
162,624,5,891219976
162,645,3,891219977
162,847,3,891219977
165,4,1,886397596
165,51,5,886397723
165,60,3,886397510
165,95,3,886397596
165,98,5,886397722
165,144,5,886397722
165,157,4,886397562
165,175,2,886397751
165,184,5,886397562
165,187,3,886397855
165,252,4,886397882
165,261,4,886397665
165,265,5,886397802
165,289,1,886397562
165,325,3,886397478
165,645,5,886397723
165,661,3,886397827
165,710,5,886397478
165,722,1,886397777
165,964,4,886397905
169,40,4,887646133
169,51,5,884103801
169,60,3,884706012
169,95,3,884705913
169,98,3,884103860
169,117,5,884103758
169,144,3,884293671
169,157,3,884104016
169,245,5,887646170
169,265,5,884103918
169,274,4,886623680
169,280,4,886190330
169,339,3,886623680
169,419,5,884103732
169,582,3,886190476
169,645,5,884103732
169,722,3,884706063
169,847,5,886623057
169,884,3,884706063
169,925,3,886190449
169,940,3,887646014
169,1171,3,886190419
170,1,4,891034606
170,4,4,891034835
170,40,3,891034756
170,43,4,891034835
170,60,2,891034606
170,72,3,891034756
170,117,3,891034801
170,130,5,891034835
170,139,4,891034684
170,157,4,891034801
170,214,3,891034889
170,243,4,891034801
170,289,3,891034801
170,325,4,891034835
170,346,2,891034606
170,380,3,891034606
170,419,4,891034835
170,464,3,891034889
170,489,4,891034835
170,509,4,891034835
170,551,3,891034606
170,710,4,891034835
170,735,3,891034684
170,742,3,891034756
170,847,2,891034801
170,850,4,891034641
170,931,4,891034835
170,941,4,891034835
171,36,3,875538027
171,94,3,875537717
171,108,3,875537964
171,110,3,875538028
171,128,2,875536721
171,145,4,875537965
171,174,3,875538028
171,176,4,875537441
171,185,3,875538027
171,186,3,875538027
171,256,5,875538864
171,258,3,875537964
171,284,1,875536591
171,299,3,875537717
171,300,3,875537964
171,400,4,875538028
171,507,4,875537502
171,607,3,875537965
171,626,4,875538028
171,643,4,875537964
171,653,3,875538027
171,662,4,875538864
171,723,1,875537099
171,786,3,875536498
171,858,4,875537151
171,869,3,875537964
171,1023,3,875538864
181,10,3,885613117
181,12,3,885613180
181,24,4,885613092
181,49,3,885613067
181,52,5,885612967
181,57,5,876436480
181,68,4,885612967
181,77,3,885613067
181,83,4,885613238
181,120,4,885613216
181,125,5,876436556
181,161,5,876435435
181,170,3,876436556
181,185,5,876435434
181,191,5,876435435
181,254,4,876435434
181,302,3,885613067
181,340,5,885613152
181,357,5,885613018
181,371,3,885613294
181,387,5,885613153
181,402,3,885613117
181,408,4,885613092
181,426,3,885613152
181,504,3,876436556
181,597,2,885613153
181,610,3,885613092
181,848,4,885612994
190,1,4,891560253
190,9,5,891562417
190,48,2,891562090
190,60,3,891562090
190,98,3,891562090
190,104,3,891560935
190,115,4,891560253
190,130,4,891560631
190,206,3,891562090
190,252,3,891561856
190,261,3,891560753
190,289,4,891560842
190,325,5,891560253
190,395,4,891560481
190,403,4,891561336
190,489,3,891562090
190,604,4,891560631
190,624,5,891561456
190,645,4,891560842
190,710,5,891560481
190,742,4,891560842
190,746,3,891560366
190,827,3,891560481
190,830,4,891560753
190,941,3,891560253
190,1084,3,891562090
190,1270,3,891560481
201,0,3,879726342
201,24,3,879727059
201,57,3,879727116
201,58,1,879726778
201,102,4,879727059
201,112,4,879726914
201,157,4,879726342
201,161,3,879726778
201,200,1,879727116
201,241,4,879727153
201,247,3,879727058
201,254,2,879727294
201,289,1,879726342
201,319,5,879727058
201,321,2,879726914
201,489,4,879726420
201,490,1,879727294
201,589,4,879726778
201,597,3,879727153
201,903,1,879726642
204,0,4,888284313
204,40,3,888284313
204,51,3,888284577
204,95,3,888284402
204,98,3,888284454
204,139,2,888284618
204,157,3,888284313
204,175,4,888284710
204,265,1,888284710
204,274,1,888284618
204,280,4,888284618
204,289,2,888284245
204,325,4,888284245
204,360,4,888284710
204,489,3,888284347
204,567,2,888284532
204,624,4,888284710
204,645,3,888284245
204,661,2,888284758
204,710,3,888284313
204,847,4,888284454
204,911,1,888284495
211,9,4,879303830
211,30,5,879303571
211,57,4,879304010
211,58,4,879303571
211,66,4,879303795
211,92,5,879303929
211,111,5,879303638
211,139,5,879303468
211,189,2,879303571
211,200,5,879303928
211,254,3,879303830
211,273,5,879303795
211,275,5,879303831
211,289,4,879303468
211,315,5,879303929
211,489,3,879303468
211,490,1,879304010
211,536,4,879304051
211,544,5,879304010
211,568,1,879303974
211,650,5,879303892
211,745,5,879303950
211,770,2,879303863
211,994,4,879304010
211,1072,3,879303795
218,11,3,892039611
218,25,4,889387867
218,47,4,889452481
218,92,5,889451412
218,100,5,889403668
218,157,5,889386635
218,184,1,889386819
218,201,1,889452455
218,231,1,889452455
218,243,4,889386799
218,244,5,889403843
218,268,4,892039556
218,309,1,889452455
218,315,5,889403559
218,431,1,889452455
218,477,5,889403133
218,489,5,889386655
218,490,5,889492687
218,541,1,889452455
218,580,5,889403435
218,608,5,889403091
218,619,5,892039530
218,693,5,889452619
218,735,4,892039575
218,812,3,889386741
218,1052,4,889387284
218,1073,5,889403761
218,1269,3,889387237
219,48,3,881198246
219,60,5,881197887
219,95,4,881197663
219,116,3,881198524
219,139,4,881197771
219,153,4,881198966
219,157,3,881197771
219,243,4,881198014
219,252,3,881198738
219,280,3,881197771
219,289,5,881197663
219,331,1,881198435
219,346,4,881197771
219,360,4,881198113
219,380,4,881197664
219,403,4,881197948
219,489,5,881197597
219,565,4,881197771
219,579,3,881197948
219,591,4,881198014
219,645,5,881197663
219,742,4,881197663
224,31,5,879539672
224,32,4,879539727
224,34,5,879540678
224,36,5,879540649
224,56,2,879540748
224,66,5,879539615
224,77,5,879539643
224,78,5,879540748
224,117,2,879539315
224,125,4,879539614
224,161,5,879540748
224,186,5,879539767
224,238,5,879540707
224,239,4,879539727
224,244,5,879539789
224,289,4,879539027
224,319,5,879540778
224,407,5,879540678
224,452,4,879539767
224,474,4,879540678
224,542,5,879540650
224,614,5,879539672
224,685,5,879540707
224,869,5,879540649
224,918,5,879540707
224,1043,5,879540778
227,31,3,889388607
227,43,1,889387216
227,60,4,889387173
227,66,4,889388547
227,72,5,889387173
227,89,3,889388521
227,115,3,889388440
227,130,5,889388440
227,148,1,889388662
227,216,2,889388607
227,247,3,889388662
227,289,5,889387172
227,343,1,889387173
227,355,3,889388521
227,411,5,889388547
227,430,4,889388489
227,544,1,889388662
227,623,4,889388521
227,691,1,889387173
227,710,5,889387172
227,806,3,889388662
230,24,3,879965704
230,52,4,888605273
230,68,4,879965704
230,103,1,879966209
230,120,5,888605273
230,136,4,879966609
230,173,3,879966018
230,175,4,888605273
230,177,3,879965760
230,189,3,879965565
230,278,3,879966146
230,350,4,888605273
230,357,4,888605273
230,360,4,888605273
230,387,5,888605273
230,402,4,879966609
230,444,3,879965961
230,645,4,888605273
230,710,3,888604920
230,752,4,888605274
230,1009,5,888605273
239,0,5,885775683
239,1,5,885775536
239,60,5,885775536
239,104,4,885775683
239,117,4,885775831
239,130,5,885775536
239,175,3,885775831
239,252,3,885775831
239,261,3,885775683
239,268,3,885775745
239,289,5,885775625
239,360,4,885775745
239,376,2,885775857
239,403,5,885775683
239,489,5,885775536
239,645,3,885775563
239,659,5,885775770
239,710,5,885775604
239,742,4,885775710
239,866,5,885775711
239,936,3,885775745
239,1001,2,885775857
239,1117,1,885775878
239,1132,1,885775959
240,1,3,887249576
240,4,3,887249482
240,48,3,887249841
240,60,5,887249745
240,72,2,887249482
240,95,3,887250085
240,104,4,887249795
240,115,5,887249576
240,139,4,887249576
240,252,2,887250085
240,289,5,887249482
240,353,2,887249889
240,419,4,887250084
240,509,4,887249576
240,591,2,887249745
240,616,3,887250085
240,645,4,887249685
240,710,4,887249795
240,838,5,887249889
240,866,2,887250085
240,875,3,887250085
240,931,4,887249685
240,941,3,887250026
241,24,4,879740362
241,45,5,879741196
241,77,4,879740594
241,83,4,879741196
241,89,5,879741196
241,95,4,879740082
241,139,5,879741340
241,298,3,879740593
241,346,5,879741340
241,355,3,879740223
241,380,5,879741340
241,406,5,879741196
241,597,4,879740362
241,604,5,879741340
241,669,3,879740800
241,799,5,879741340
241,1069,5,879741196
241,1071,5,879741196
241,1310,5,879741196
244,12,4,888513212
244,52,4,888513664
244,103,3,888513279
244,106,3,888513502
244,131,3,888513425
244,157,4,888513691
244,196,5,888513447
244,220,2,888513058
244,278,4,888513326
244,336,3,888513393
244,340,4,888513361
244,347,3,888513026
244,357,4,888513664
244,363,2,888513081
244,412,1,888513860
244,415,4,888513447
244,569,5,888513522
244,645,4,888513026
244,649,3,888513425
244,771,2,888513344
244,964,1,888513860
244,1139,4,888513575
246,10,4,893081396
246,12,3,893081411
246,24,4,893097024
246,49,3,893081395
246,52,4,893081396
246,83,5,893097024
246,103,4,893081396
246,115,4,893081381
246,130,4,893081381
246,157,5,893097024
246,209,4,893081395
246,239,5,893097024
246,261,3,893081411
246,269,2,893081411
246,339,3,893081411
246,357,5,893097024
246,390,4,893081396
246,402,4,893081396
246,422,5,893097024
246,464,4,893097024
246,469,5,893097024
246,489,4,893097024
246,496,5,893097024
246,520,4,893081395
246,645,2,893081411
246,742,3,893081396
251,24,5,891456989
251,28,4,891456797
251,49,5,891456797
251,89,5,891456464
251,133,4,891456876
251,139,5,891455329
251,209,4,891455743
251,267,5,891456989
251,289,5,891455263
251,355,5,891456876
251,364,4,891455743
251,406,3,891456738
251,499,4,891456876
251,500,5,891456797
251,594,4,891456738
251,645,4,891448664
251,686,5,891456877
251,698,3,891456877
251,856,5,891456876
251,858,5,891457490
251,1000,4,891456738
257,48,5,885701024
257,60,1,885700919
257,72,4,885700811
257,95,4,885700898
257,98,3,885700877
257,130,5,885700811
257,144,4,885701062
257,157,2,885700811
257,175,5,885701004
257,261,5,885700946
257,280,2,885700811
257,289,5,885700778
257,325,3,885701004
257,360,2,885701004
