uid,iid,val
1524,289,1
1525,290,1
1533,291,1
1548,291,1
1551,293,1
1557,296,1
1374,296,1
1410,300,1
1562,301,1
1578,303,1
1580,303,1
1587,303,1
1589,303,1
1323,308,1
406,308,1
1603,308,1
1607,308,1
1609,308,1
1626,311,1
884,312,1
1631,312,1
1633,313,1
1638,316,1
1645,320,1
1650,320,1
1651,321,1
1664,321,1
1674,323,1
890,324,1
1678,328,1
1679,329,1
1680,330,1
53,336,1
1691,337,1
1100,339,1
1698,342,1
1704,345,1
1718,357,1
1719,357,1
1721,358,1
1094,362,1
1719,362,1
1691,362,1
1279,362,1
1220,362,1
1736,363,1
1738,364,1
1739,364,1
1094,365,1
1738,365,1
1740,365,1
1742,366,1
1748,372,1
799,374,1
1740,381,1
1753,385,1
1718,387,1
1765,397,1
451,397,1
1771,397,1
1773,397,1
1774,397,1
1780,399,1
1781,399,1
1748,400,1
1788,403,1
1792,405,1
1797,405,1
891,415,1
1809,416,1
1812,416,1
1822,420,1
1823,420,1
1824,421,1
1828,422,1
1834,424,1
1835,424,1
1837,424,1
612,424,1
1856,425,1
1859,425,1
1865,425,1
1835,426,1
1609,426,1
295,426,1
1874,427,1
1876,428,1
1883,428,1
638,428,1
1856,428,1
1892,428,1
1895,428,1
1908,429,1
1876,429,1
1912,429,1
1915,429,1
1916,429,1
1917,429,1
1919,429,1
1920,429,1
1922,429,1
1936,429,1
1937,429,1
1949,429,1
1962,429,1
1970,429,1
1988,429,1
1742,429,1
2006,431,1
2009,431,1
2012,432,1
2026,441,1
2027,441,1
2028,441,1
2031,441,1
2035,441,1
2036,441,1
2037,441,1
2038,441,1
1463,441,1
1410,442,1
2047,447,1
2050,450,1
2053,451,1
2028,454,1
2057,455,1
2035,456,1
2062,457,1
949,463,1
2069,465,1
2073,466,1
2075,466,1
2076,466,1
2088,466,1
2090,466,1
2104,466,1
1774,466,1
2116,466,1
2128,468,1
2129,469,1
298,469,1
2142,469,1
2143,469,1
2147,469,1
2151,469,1
2152,469,1
2159,469,1
2163,471,1
2170,471,1
2174,471,1
2175,471,1
2177,471,1
2151,471,1
2186,471,1
2186,472,1
2196,473,1
2202,474,1
2206,474,1
2219,478,1
2223,478,1
2224,478,1
2233,480,1
2236,483,1
2244,488,1
2223,490,1
2256,492,1
1780,493,1
2259,493,1
2272,496,1
2273,496,1
2274,496,1
2276,496,1
2288,499,1
2288,500,1
2293,501,1
1395,501,1
2223,501,1
2299,502,1
2301,504,1
2308,506,1
2309,507,1
2318,510,1
2321,511,1
2327,514,1
1494,514,1
1548,514,1
2333,515,1
723,515,1
2338,515,1
2353,516,1
2354,516,1
2367,517,1
2369,517,1
2370,517,1
2375,518,1
2378,518,1
2380,519,1
2410,520,1
2413,520,1
2418,520,1
2420,520,1
2421,521,1
2437,529,1
2440,529,1
2369,529,1
2442,529,1
1828,530,1
1148,532,1
1508,532,1
2485,532,1
2490,532,1
2495,532,1
2497,532,1
2498,532,1
2499,532,1
1494,532,1
2502,532,1
2516,533,1
2175,533,1
2517,533,1
2519,534,1
2529,542,1
1674,542,1
2536,543,1
2537,544,1
2543,545,1
1834,546,1
2517,547,1
1379,550,1
1470,551,1
2553,552,1
2565,554,1
2571,554,1
2573,555,1
2576,555,1
2587,558,1
904,558,1
2588,559,1
2590,560,1
2601,562,1
2604,562,1
2338,562,1
2608,562,1
2604,563,1
2573,564,1
2612,564,1
2620,564,1
2573,565,1
2576,565,1
2338,565,1
2629,565,1
2630,565,1
2576,566,1
2634,566,1
2338,566,1
2576,567,1
2643,567,1
2076,569,1
2648,571,1
2576,576,1
1533,578,1
2620,580,1
2665,581,1
2367,582,1
2673,583,1
2674,583,1
1268,584,1
2677,584,1
612,584,1
2684,584,1
2685,584,1
2686,584,1
2689,584,1
1306,584,1
2695,584,1
2700,584,1
2703,585,1
507,586,1
2309,586,1
2573,587,1
2714,588,1
2718,589,1
2721,589,1
2722,589,1
2437,592,1
2743,592,1
2370,592,1
528,593,1
2718,593,1
2755,593,1
2756,593,1
2757,593,1
2758,593,1
2565,595,1
2760,595,1
2519,597,1
2685,597,1
2767,597,1
2771,597,1
2773,597,1
2776,598,1
2779,598,1
2780,598,1
2782,598,1
741,598,1
2794,599,1
2797,599,1
2806,599,1
2776,600,1
2780,600,1
2810,600,1
202,600,1
2536,600,1
2776,601,1
2536,601,1
2410,602,1
2817,602,1
2822,602,1
2823,602,1
2827,606,1
2830,610,1
2833,612,1
2842,612,1
1185,612,1
2850,612,1
2771,612,1
2856,615,1
2437,615,1
2864,615,1
2868,618,1
2868,619,1
2873,619,1
1589,623,1
2904,623,1
2905,623,1
2906,623,1
2517,627,1
1463,628,1
910,630,1
2923,636,1
2868,637,1
2927,637,1
2928,637,1
1470,639,1
2437,639,1
2440,639,1
2369,639,1
2370,639,1
2932,642,1
2942,645,1
2943,645,1
1148,646,1
2273,646,1
1114,647,1
2949,647,1
2927,651,1
2868,653,1
2959,657,1
2960,657,1
2620,658,1
2968,661,1
2972,661,1
2975,661,1
2036,661,1
2977,661,1
256,661,1
2986,661,1
2378,661,1
2989,661,1
2990,661,1
2992,661,1
2997,662,1
3003,665,1
2236,668,1
472,668,1
507,669,1
1470,670,1
3017,671,1
3019,675,1
3022,675,1
3039,680,1
3048,681,1
3055,688,1
3064,698,1
3065,698,1
3067,698,1
3079,701,1
1915,706,1
1949,706,1
2116,706,1
1876,707,1
1915,707,1
1917,707,1
1920,707,1
3090,707,1
3092,707,1
3093,707,1
1949,707,1
3103,707,1
3104,707,1
3106,707,1
1452,707,1
3107,707,1
448,707,1
3108,707,1
1988,707,1
3115,707,1
1936,708,1
3126,711,1
3127,711,1
3130,712,1
3131,712,1
3132,712,1
3134,713,1
3136,713,1
3138,714,1
3139,714,1
3142,714,1
3143,714,1
3127,714,1
3151,716,1
3155,717,1
3156,717,1
3157,717,1
3163,717,1
1410,719,1
3131,719,1
3127,719,1
637,726,1
2932,727,1
2012,732,1
3178,739,1
3183,741,1
1859,742,1
3188,743,1
393,744,1
3192,744,1
3194,744,1
3196,744,1
3197,744,1
3200,744,1
3213,751,1
3214,751,1
883,751,1
3219,751,1
3221,751,1
3224,751,1
3194,752,1
1374,752,1
3229,753,1
638,754,1
3233,756,1
3237,757,1
3103,757,1
3240,757,1
3243,758,1
3248,759,1
3251,759,1
3256,759,1
3261,759,1
3263,759,1
2553,760,1
3272,762,1
3274,762,1
3276,762,1
1505,762,1
3281,762,1
3272,763,1
3274,763,1
2170,763,1
232,763,1
236,763,1
3285,764,1
3272,764,1
3274,764,1
2073,764,1
2037,764,1
236,764,1
3288,765,1
3289,765,1
3272,766,1
3298,766,1
1254,766,1
3302,766,1
3306,767,1
1114,767,1
1114,768,1
3310,768,1
3313,769,1
1809,770,1
2817,770,1
3316,771,1
2088,771,1
3321,771,1
1809,772,1
748,772,1
2076,774,1
2088,774,1
3338,775,1
3339,775,1
3341,775,1
3354,775,1
3355,775,1
2767,775,1
3356,775,1
3358,775,1
3359,775,1
3363,775,1
3366,777,1
1148,777,1
2771,777,1
3285,778,1
928,780,1
3379,782,1
2006,783,1
3383,784,1
3384,786,1
3389,788,1
3390,788,1
3391,788,1
3394,788,1
3398,789,1
1691,790,1
2129,791,1
2604,791,1
1404,791,1
3404,791,1
3411,791,1
1970,791,1
3418,791,1
3358,791,1
3422,791,1
3424,791,1
3430,794,1
3274,796,1
3436,796,1
3438,797,1
3442,800,1
3443,800,1
3398,800,1
782,801,1
194,802,1
782,802,1
3454,802,1
3358,802,1
3461,805,1
3418,807,1
3465,809,1
3466,809,1
3467,811,1
3470,811,1
3474,813,1
3003,813,1
2516,813,1
3461,813,1
3476,813,1
893,815,1
2612,815,1
3484,815,1
3486,815,1
2293,816,1
3487,816,1
3494,820,1
3498,822,1
3503,822,1
3504,822,1
3505,822,1
3508,822,1
1251,822,1
3521,822,1
3522,822,1
3298,822,1
3523,822,1
3310,822,1
3534,822,1
3540,822,1
2630,822,1
3544,822,1
3545,822,1
3522,823,1
3549,823,1
3550,825,1
3554,827,1
3557,829,1
3003,830,1
3564,831,1
3566,831,1
3568,832,1
3569,832,1
3573,833,1
3391,833,1
3430,833,1
3577,834,1
3580,834,1
3581,834,1
3583,836,1
2942,836,1
2942,837,1
3592,837,1
3594,837,1
3566,837,1
2536,837,1
3596,838,1
3597,838,1
3581,838,1
2233,838,1
3465,839,1
1163,840,1
3600,840,1
1651,841,1
3602,841,1
3603,841,1
3474,841,1
3619,841,1
3620,841,1
2177,841,1
3625,841,1
3628,841,1
3629,841,1
3630,841,1
3632,841,1
3634,841,1
3635,841,1
772,843,1
3636,843,1
200,843,1
3594,843,1
3155,844,1
2301,845,1
3494,845,1
2823,846,1
3467,849,1
3654,850,1
894,852,1
3656,852,1
860,853,1
3583,854,1
3658,855,1
3620,855,1
3662,855,1
3504,856,1
3418,856,1
3664,857,1
3667,857,1
3669,857,1
3670,857,1
3671,858,1
3673,859,1
2823,860,1
3686,862,1
3687,862,1
3689,862,1
1389,863,1
3701,864,1
3703,864,1
2050,864,1
3704,865,1
2823,866,1
1163,866,1
3707,868,1
1251,868,1
3714,868,1
3662,869,1
3687,870,1
3716,870,1
3717,871,1
3720,873,1
3671,873,1
3183,873,1
2293,874,1
3669,874,1
3724,875,1
3725,875,1
3727,875,1
3729,877,1
3602,877,1
3603,877,1
3731,877,1
3732,877,1
3155,877,1
3620,877,1
2202,877,1
3741,877,1
3743,877,1
3745,877,1
3625,877,1
3628,877,1
3749,877,1
2630,877,1
3630,877,1
3750,877,1
3632,877,1
3753,877,1
3758,877,1
3759,877,1
3635,877,1
2942,878,1
3761,879,1
3724,882,1
3766,883,1
3671,885,1
3671,886,1
3770,886,1
3777,888,1
1251,888,1
765,888,1
2202,888,1
2196,888,1
3783,888,1
295,888,1
3784,888,1
894,889,1
1148,889,1
3786,890,1
2629,892,1
3791,893,1
3794,894,1
1124,894,1
3799,894,1
1633,895,1
939,895,1
3803,896,1
3701,897,1
3725,897,1
3805,897,1
2050,897,1
3808,899,1
3810,899,1
3812,899,1
1633,902,1
612,903,1
3819,903,1
3826,907,1
3827,907,1
3828,907,1
3829,907,1
3830,907,1
3671,911,1
1224,911,1
1524,912,1
3837,913,1
3838,913,1
3592,913,1
3839,913,1
3594,913,1
3522,914,1
3843,917,1
1603,919,1
3845,920,1
3848,922,1
3596,923,1
3701,924,1
3729,927,1
3603,927,1
3732,927,1
3855,927,1
1834,927,1
3858,927,1
3863,927,1
3625,927,1
3628,927,1
3868,927,1
3662,927,1
3758,927,1
3871,927,1
3635,927,1
3872,928,1
3466,933,1
1633,934,1
3875,934,1
3876,935,1
723,935,1
3878,935,1
3879,936,1
3883,937,1
2604,939,1
924,939,1
3878,939,1
2537,941,1
3890,941,1
2367,942,1
3893,942,1
3899,944,1
2370,946,1
3902,949,1
3905,949,1
3909,951,1
1224,951,1
3913,952,1
3914,952,1
3916,952,1
3917,954,1
1721,955,1
3603,959,1
3732,959,1
765,959,1
3741,959,1
3625,959,1
3749,959,1
3662,959,1
3758,959,1
3634,959,1
3635,959,1
3941,961,1
3944,962,1
3090,962,1
1058,962,1
3948,962,1
3951,962,1
3955,962,1
3956,962,1
3470,964,1
3876,965,1
3968,965,1
1739,967,1
434,968,1
3975,968,1
330,968,1
3630,968,1
286,968,1
3980,968,1
1220,968,1
3913,970,1
3914,970,1
3916,970,1
3988,974,1
3991,975,1
3992,975,1
880,975,1
1936,977,1
460,978,1
3876,979,1
3998,985,1
3725,989,1
1603,990,1
4019,994,1
4022,994,1
2177,994,1
4031,994,1
295,994,1
4033,994,1
1037,996,1
4044,996,1
4046,996,1
4054,996,1
4055,996,1
4057,996,1
4059,996,1
4061,996,1
4065,996,1
2116,996,1
4073,996,1
460,999,1
3143,1001,1
4074,1001,1
2674,1002,1
1859,1004,1
4081,1005,1
4086,1005,1
4087,1005,1
4088,1005,1
4090,1006,1
4093,1007,1
4096,1008,1
4097,1008,1
4107,1011,1
4110,1011,1
4111,1011,1
4116,1011,1
4118,1012,1
4121,1012,1
4123,1012,1
4116,1012,1
2601,1013,1
4107,1013,1
3276,1013,1
4127,1013,1
4121,1013,1
4129,1013,1
4130,1013,1
4116,1013,1
3944,1014,1
4118,1014,1
4110,1014,1
4133,1014,1
2942,1014,1
4127,1014,1
4116,1014,1
4133,1015,1
4139,1015,1
4116,1015,1
4141,1015,1
4142,1016,1
4143,1016,1
4146,1017,1
3808,1017,1
3743,1017,1
3980,1017,1
4158,1017,1
4161,1018,1
3384,1019,1
4163,1019,1
4164,1019,1
2986,1019,1
4170,1020,1
3055,1020,1
4172,1020,1
4174,1020,1
4180,1020,1
770,1020,1
4186,1020,1
4189,1020,1
4190,1020,1
4203,1020,1
4206,1020,1
4209,1020,1
4213,1023,1
4217,1024,1
1650,1025,1
4223,1027,1
4224,1027,1
1281,1028,1
4228,1028,1
4229,1028,1
3725,1030,1
3687,1031,1
949,1032,1
649,1033,1
3664,1034,1
3276,1034,1
3913,1034,1
799,1035,1
4230,1035,1
4232,1036,1
2485,1037,1
4235,1038,1
171,1038,1
4238,1040,1
4240,1040,1
1812,1040,1
434,1045,1
4246,1045,1
286,1045,1
2128,1046,1
4249,1048,1
4252,1048,1
1739,1048,1
2129,1049,1
1876,1060,1
4258,1060,1
4259,1060,1
4262,1060,1
4267,1060,1
3883,1060,1
4268,1060,1
4270,1062,1
4272,1062,1
539,1062,1
4281,1062,1
4282,1063,1
4286,1063,1
1508,1063,1
534,1063,1
4291,1063,1
4296,1063,1
2321,1063,1
4302,1063,1
4304,1063,1
4306,1063,1
3443,1064,1
4308,1064,1
222,1064,1
4314,1067,1
4317,1069,1
770,1070,1
4321,1070,1
4323,1071,1
4324,1071,1
4090,1072,1
4328,1073,1
4329,1073,1
2128,1075,1
2553,1077,1
4337,1078,1
4340,1078,1
3766,1078,1
4344,1078,1
4346,1078,1
2721,1079,1
4163,1079,1
782,1079,1
4350,1081,1
4361,1081,1
4367,1081,1
4370,1081,1
4372,1081,1
4375,1082,1
4382,1084,1
1163,1084,1
4383,1085,1
4388,1087,1
708,1088,1
1067,1088,1
4391,1088,1
4394,1091,1
1140,1092,1
4090,1092,1
3729,1094,1
2196,1094,1
3749,1094,1
3758,1094,1
3635,1094,1
4235,1095,1
4405,1095,1
1771,1096,1
4411,1098,1
4416,1098,1
3743,1098,1
4421,1100,1
4423,1101,1
2674,1104,1
4432,1105,1
1508,1106,1
4436,1106,1
2485,1107,1
4440,1110,1
3521,1110,1
4441,1110,1
4442,1110,1
939,1110,1
4443,1110,1
4445,1111,1
4447,1113,1
4449,1113,1
4452,1113,1
2968,1117,1
4457,1117,1
4461,1117,1
4464,1117,1
202,1117,1
786,1117,1
4465,1117,1
232,1117,1
4467,1118,1
4468,1118,1
4470,1118,1
4471,1118,1
4475,1122,1
4476,1123,1
4488,1124,1
4491,1125,1
236,1125,1
1780,1127,1
4496,1128,1
3583,1128,1
4497,1129,1
4498,1129,1
840,1130,1
3443,1131,1
260,1131,1
4501,1132,1
4503,1132,1
2159,1133,1
4142,1138,1
2612,1138,1
3523,1138,1
4509,1139,1
2608,1139,1
4432,1139,1
4513,1141,1
1186,1143,1
864,1143,1
3398,1143,1
4522,1146,1
4449,1147,1
4528,1147,1
4491,1147,1
4449,1148,1
4528,1148,1
1254,1148,1
4532,1148,1
4491,1148,1
1264,1149,1
2442,1149,1
4543,1152,1
2244,1153,1
1268,1155,1
2721,1155,1
4547,1155,1
2827,1155,1
4549,1157,1
4161,1157,1
1173,1157,1
4551,1157,1
2035,1157,1
3766,1157,1
4498,1159,1
4560,1160,1
4561,1160,1
1186,1162,1
4568,1162,1
3339,1163,1
2779,1163,1
2782,1163,1
4574,1163,1
2782,1164,1
4578,1164,1
4158,1164,1
2806,1164,1
2601,1165,1
4581,1165,1
4582,1165,1
2806,1165,1
2601,1166,1
2776,1166,1
2780,1166,1
2797,1166,1
4323,1166,1
4589,1167,1
4590,1167,1
4107,1167,1
4594,1167,1
3505,1167,1
2485,1167,1
2767,1167,1
294,1167,1
2989,1168,1
4589,1169,1
4617,1169,1
4618,1169,1
4620,1169,1
1185,1169,1
4622,1169,1
2629,1170,1
4624,1171,1
4627,1172,1
4624,1173,1
1172,1174,1
1293,1174,1
1172,1175,1
3341,1175,1
3418,1175,1
256,1175,1
1293,1175,1
3358,1175,1
4620,1176,1
3550,1176,1
1253,1176,1
4622,1176,1
3944,1178,1
4118,1178,1
2989,1178,1
4467,1179,1
4620,1179,1
1185,1179,1
4622,1179,1
4617,1181,1
4620,1181,1
4622,1181,1
3341,1182,1
1293,1182,1
4620,1183,1
4622,1183,1
4107,1185,1
2367,1185,1
3505,1185,1
4262,1185,1
2421,1185,1
579,1185,1
2989,1186,1
4624,1187,1
3636,1188,1
2012,1188,1
4346,1188,1
2272,1189,1
4346,1195,1
4411,1199,1
693,1199,1
4581,1199,1
694,1199,1
2053,1199,1
4464,1199,1
4055,1199,1
4074,1199,1
4061,1199,1
375,1201,1
647,1204,1
472,1204,1
4346,1205,1
4464,1209,1
528,1210,1
4172,1210,1
2674,1210,1
1589,1216,1
2968,1221,1
1239,1221,1
3197,1226,1
4457,1229,1
507,1230,1
2992,1231,1
129,1235,1
3803,1236,1
48,1240,1
579,1241,1
2288,1241,1
3391,1243,1
1679,1245,1
1753,1248,1
3568,1254,1
1147,1254,1
3306,1257,1
4323,1262,1
3321,1262,1
4532,1263,1
3667,1267,1
2827,1267,1
4267,1268,1
1742,1270,1
4416,1272,1
4594,1274,1
3126,1274,1
1797,1280,1
4340,1282,1
2989,1282,1
1077,1283,1
2674,1285,1
4372,1286,1
2299,1287,1
4340,1287,1
3126,1287,1
4323,1288,1
3955,1288,1
1147,1289,1
4372,1290,1
1812,1290,1
1340,1293,1
1323,1294,1
4232,1294,1
61,1294,1
1609,1294,1
4372,1294,1
2700,1294,1
3951,1295,1
4344,1295,1
3313,1297,1
4172,1301,1
649,1301,1
1812,1301,1
3138,1305,1
4340,1305,1
3126,1305,1
3872,1305,1
3799,1305,1
1797,1313,1
3875,1315,1
3791,1317,1
2288,1320,1
1753,1324,1
3383,1328,1
4452,1328,1
860,1328,1
1774,1328,1
2703,1329,1
864,1330,1
1332,1330,1
2949,1331,1
3720,1332,1
4127,1332,1
4139,1332,1
3916,1332,1
194,1335,1
3704,1336,1
3549,1336,1
4491,1338,1
406,1340,1
3845,1340,1
3289,1341,1
307,1341,1
3899,1341,1
3883,1344,1
3914,1344,1
4467,1345,1
2421,1345,1
3383,1348,1
3914,1348,1
2129,1350,1
1443,1350,1
3338,1350,1
1114,1350,1
3714,1350,1
259,1350,1
3494,1351,1
3619,1352,1
3494,1352,1
1232,1353,1
2780,1354,1
3430,1356,1
891,1356,1
2170,1359,1
2327,1359,1
3727,1359,1
4142,1360,1
3794,1360,1
4258,1360,1
1389,1360,1
1232,1360,1
900,1360,1
4019,1361,1
3466,1361,1
1812,1367,1
3658,1370,1
1281,1372,1
910,1375,1
3845,1380,1
2170,1381,1
3875,1384,1
1077,1386,1
2685,1386,1
1389,1388,1
4509,1388,1
3727,1388,1
883,1389,1
1698,1389,1
4130,1389,1
2992,1389,1
1293,1392,1
850,1397,1
4262,1397,1
4468,1397,1
3770,1401,1
3383,1405,1
1404,1405,1
3727,1405,1
4560,1411,1
4470,1411,1
3759,1411,1
980,1416,1
3716,1416,1
3879,1419,1
323,1419,1
1062,1421,1
2170,1422,1
4228,1422,1
860,1422,1
2630,1422,1
3828,1422,1
1443,1423,1
3724,1423,1
4581,1425,1
4019,1425,1
786,1425,1
1505,1429,1
3019,1431,1
4468,1436,1
256,1438,1
1153,1439,1
1856,1442,1
4617,1444,1
2037,1444,1
4617,1447,1
3394,1447,1
521,1451,1
3658,1453,1
406,1454,1
4624,1456,1
3522,1456,1
2757,1456,1
48,1459,1
3549,1459,1
2794,1460,1
3988,1460,1
1253,1460,1
2767,1460,1
2543,1460,1
2047,1462,1
2684,1463,1
1494,1463,1
1609,1463,1
834,1464,1
3899,1468,1
451,1470,1
860,1481,1
4488,1483,1
1748,1486,1
647,1490,1
4549,1490,1
1140,1490,1
4578,1490,1
3810,1490,1
4129,1490,1
3224,1490,1
3968,1492,1
4046,1492,1
1631,1492,1
3596,1493,1
262,1493,1
4543,1494,1
3810,1498,1
3759,1498,1
3390,1500,1
3839,1500,1
693,1501,1
259,1501,1
612,1505,1
1392,1514,1
3632,1514,1
1740,1520,1
2047,1523,1
307,1525,1
1797,1525,1
2177,1531,1
840,1532,1
4161,1533,1
4073,1537,1
3341,1539,1
4259,1542,1
3876,1544,1
694,1544,1
4090,1544,1
1631,1544,1
3157,1544,1
2684,1547,1
3632,1547,1
4488,1551,1
3968,1552,1
3391,1560,1
1291,1561,1
2090,1563,1
1413,1565,1
857,1569,1
4073,1571,1
3808,1572,1
1404,1572,1
57,1572,1
2543,1572,1
4574,1572,1
3759,1572,1
1650,1572,1
4549,1576,1
761,1576,1
2949,1576,1
4268,1576,1
2027,1578,1
2062,1578,1
2012,1582,1
4055,1585,1
4044,1589,1
3956,1589,1
3156,1589,1
3157,1589,1
1268,1590,1
3522,1590,1
2684,1590,1
2174,1590,1
3749,1590,1
4372,1590,1
3632,1590,1
2293,1594,1
3422,1595,1
3465,1596,1
3366,1597,1
4262,1597,1
3720,1599,1
4509,1599,1
2959,1600,1
4232,1600,1
3424,1601,1
3022,1602,1
307,1603,1
4314,1607,1
4296,1607,1
2767,1607,1
1916,1611,1
451,1618,1
3909,1620,1
4560,1620,1
2333,1628,1
2338,1629,1
3669,1629,1
1773,1631,1
3298,1638,1
434,1640,1
4476,1641,1
4281,1643,1
1058,1645,1
1824,1645,1
4111,1645,1
3827,1645,1
1453,1645,1
3219,1645,1
4228,1645,1
1970,1645,1
2904,1645,1
3108,1645,1
4130,1645,1
522,1647,1
307,1651,1
2519,1653,1
4141,1655,1
3272,1655,1
4235,1655,1
2797,1655,1
3878,1655,1
4296,1655,1
4574,1655,1
4471,1655,1
522,1658,1
3214,1660,1
3686,1660,1
1587,1660,1
1058,1662,1
3636,1662,1
4203,1662,1
2758,1662,1
2794,1666,1
743,1666,1
1452,1666,1
3968,1667,1
2794,1667,1
4111,1667,1
3827,1667,1
3197,1667,1
1822,1667,1
4130,1667,1
3799,1667,1
3465,1675,1
3422,1678,1
1254,1679,1
1306,1681,1
1638,1683,1
1638,1685,1
1638,1692,1
2721,1692,1
3418,1692,1
3470,1692,1
3784,1692,1
4118,1693,1
4457,1693,1
3619,1693,1
900,1693,1
4189,1693,1
3654,1695,1
3003,1698,1
3504,1702,1
3724,1702,1
2378,1702,1
2827,1706,1
534,1707,1
3868,1707,1
1788,1708,1
2620,1711,1
2274,1712,1
2776,1714,1
3394,1718,1
1524,1720,1
4323,1721,1
748,1729,1
748,1730,1
4267,1734,1
2490,1735,1
1822,1736,1
2293,1738,1
1306,1738,1
2073,1748,1
1173,1748,1
4328,1748,1
3131,1748,1
1753,1750,1
222,1752,1
3686,1756,1
1895,1757,1
4235,1762,1
200,1762,1
2440,1765,1
3829,1765,1
2703,1766,1
3720,1767,1
4618,1767,1
2612,1767,1
3486,1767,1
2104,1768,1
3549,1768,1
3592,1770,1
939,1770,1
4574,1770,1
222,1770,1
2608,1770,1
4141,1770,1
2565,1771,1
3905,1771,1
3913,1771,1
3704,1772,1
3899,1772,1
418,1774,1
1153,1775,1
1748,1777,1
4033,1780,1
2714,1781,1
2827,1782,1
4328,1784,1
3474,1786,1
1185,1786,1
1664,1789,1
3474,1791,1
3521,1791,1
539,1791,1
4328,1794,1
786,1794,1
4617,1797,1
4259,1797,1
3467,1808,1
534,1808,1
3151,1813,1
4361,1815,1
1495,1815,1
1562,1815,1
3729,1818,1
620,1818,1
4547,1821,1
761,1823,1
620,1826,1
4361,1828,1
1333,1828,1
2529,1829,1
1774,1829,1
3339,1833,1
3276,1833,1
3544,1833,1
4158,1833,1
360,1835,1
864,1835,1
4467,1837,1
2842,1839,1
2780,1839,1
4146,1841,1
1254,1846,1
3394,1846,1
4022,1847,1
3289,1854,1
2318,1854,1
3466,1858,1
1638,1861,1
826,1864,1
3289,1866,1
2634,1867,1
3391,1867,1
772,1867,1
1679,1867,1
4086,1869,1
4087,1869,1
1379,1869,1
1348,1875,1
1351,1875,1
638,1875,1
668,1875,1
3092,1878,1
4088,1878,1
2224,1879,1
878,1880,1
2050,1894,1
2274,1897,1
891,1899,1
2075,1903,1
2175,1907,1
579,1908,1
2949,1911,1
706,1912,1
2817,1914,1
1291,1919,1
1291,1921,1
2904,1921,1
2959,1922,1
2006,1926,1
2036,1931,1
2006,1933,1
418,1933,1
878,1936,1
2274,1938,1
880,1941,1
4581,1949,1
3879,1952,1
2027,1956,1
61,1961,1
1124,1971,1
1124,1972,1
2031,1976,1
2057,1978,1
1920,1990,1
3092,1990,1
