uid,iid,val,tag
123,945,5,983727088
123,979,4,983726975
123,1106,4,983727053
123,1182,5,983726928
123,1914,5,983726873
123,2430,4,983727107
127,15,5,977434389
127,64,4,977434232
127,104,5,977434389
127,113,5,977434472
127,168,3,977434184
127,236,5,977434342
127,531,5,977434417
127,578,4,977434472
127,603,5,977434498
127,609,5,977434389
127,728,5,977434342
127,1007,5,977434232
127,1066,4,977434184
127,1131,5,977434389
127,1216,2,977434342
127,1232,5,977434389
127,1365,4,977434232
127,1523,5,977434472
127,2447,4,977434232
127,2448,5,977434184
127,2449,3,977434232
127,2450,3,977434232
140,15,5,977357480
140,27,4,977357373
140,58,3,977357526
140,68,4,977357480
140,104,3,977357453
140,113,5,977357499
140,236,5,977357453
140,338,4,977357612
140,416,4,977357480
140,417,3,977357372
140,531,3,977357480
140,629,3,977357612
140,985,4,977357612
140,1018,1,977357373
140,1185,1,977357373
140,1241,1,977357372
140,1283,4,977357612
140,1447,5,977357662
140,1689,5,977357526
140,1919,4,977357612
140,1960,5,977357612
140,2294,5,977357662
140,2516,4,977357612
143,3,5,977345686
143,23,5,977345501
143,33,3,977345554
143,41,5,977345298
143,59,5,977346005
143,68,5,977345716
143,104,2,977345611
143,116,3,977345267
143,128,2,977345521
143,132,5,977346509
143,160,3,977346522
143,171,3,977345309
143,387,3,977345414
143,406,4,977345775
143,500,5,977345805
143,541,3,977345763
143,630,3,977346544
143,662,5,977346641
143,738,1,977346544
143,891,4,977345841
143,896,5,977346474
143,905,5,977346719
143,908,4,977345658
143,911,1,977346017
143,919,4,977345686
143,941,1,977345672
143,968,4,977346658
143,1029,1,977346613
143,1135,1,977345737
143,1326,1,977346613
143,1843,5,977345482
143,2033,5,977345819
151,5,5,977268949
151,7,4,977268843
151,15,3,977269017
151,27,1,977268731
151,40,4,977268921
151,50,4,977268843
151,84,5,977268981
151,89,4,977268843
151,134,4,977268879
151,168,5,977268750
151,206,5,977268879
151,273,4,977268859
151,315,3,977269017
151,316,5,977269046
151,356,5,977268879
151,515,5,977268933
151,597,5,977268949
151,600,4,977269031
151,618,5,977268843
151,786,5,977268750
151,791,4,977269046
151,843,4,977268731
151,1055,4,977268684
151,2253,2,977268702
152,38,5,978483461
152,51,5,977437460
152,104,4,977261711
152,243,5,978483369
152,317,5,978482709
152,427,2,978483369
152,480,3,977261473
152,537,4,977261524
152,544,5,977261836
152,788,5,977261886
152,807,4,978483620
152,837,3,985055174
152,862,5,977261790
152,866,5,978483205
152,899,5,978483275
152,1056,2,977261557
152,1181,5,977437554
152,1214,3,977261557
152,1333,5,977437594
152,1341,2,977261338
152,1607,1,978483675
152,1885,5,977261931
152,1933,5,985055064
152,2060,4,977437512
152,2597,5,977261473
152,2598,4,985055477
157,131,2,977242756
157,420,4,977242756
157,478,4,977243197
157,486,5,977243417
157,559,5,977243417
157,661,3,977243197
157,665,3,977243417
157,669,5,977243417
157,684,4,977242756
157,718,4,977243417
157,839,5,977243282
157,960,4,977243197
157,978,5,977242930
157,1092,4,977243197
157,1237,4,977243104
157,1240,4,977243417
157,1292,4,977243197
157,1449,3,977243197
157,1840,4,977243104
157,1866,5,977242756
157,2613,5,977243417
157,2614,2,977242756
159,3,4,1016380849
159,15,3,977219844
159,26,3,977219644
159,44,4,977219710
159,58,2,977219958
159,64,3,977219674
159,86,3,977220010
159,104,4,977219812
159,113,4,977219922
159,213,3,977219711
159,237,3,977219844
159,519,3,1016380849
159,545,5,1016380849
159,609,4,977219812
159,613,5,977219988
159,872,3,1016381272
159,896,4,977219711
159,1131,3,977219844
159,2033,3,1016380953
159,2590,4,1016380918
163,3,4,1016839462
163,26,5,977201429
163,115,5,1016838794
163,153,4,977201551
163,171,5,977201597
163,216,5,1016838931
163,236,5,1016838931
163,424,5,1016838880
163,444,4,1016597478
163,531,4,1016839415
163,545,5,1030839253
163,560,4,1016839111
163,571,5,1016839056
163,610,4,977201597
163,669,4,977201518
163,684,4,1016838737
163,721,3,1016839023
163,726,5,1016839023
163,1260,5,1016839089
163,1498,5,1016597413
163,1534,4,1016838984
163,1568,4,977201518
163,1675,5,1016597413
163,1727,3,977201597
163,2092,4,1016838961
163,2650,4,1016597478
167,26,5,977176300
167,33,2,977177039
167,40,4,977177003
167,44,5,977176628
167,51,5,977176495
167,124,4,977176646
167,131,3,977176793
167,177,5,977176751
167,189,3,977176300
167,273,5,977176793
167,315,4,977176508
167,350,4,977176521
167,390,3,977177053
167,434,4,977176395
167,454,2,977176455
167,456,4,977176409
167,533,4,977177120
167,641,4,977176279
167,695,5,977176772
167,755,5,977176918
167,771,5,977176813
167,799,3,977177073
167,904,5,977176938
167,1018,1,977177022
167,1070,5,977176970
167,1125,1,977176918
170,15,4,977166458
170,23,5,977166292
170,68,4,977166458
170,86,3,977166637
170,95,4,977166262
170,246,4,977167096
170,276,4,977166964
170,309,5,977166964
170,406,3,977166458
170,415,4,977166419
170,660,3,977166490
170,669,4,977166323
170,741,5,977166323
170,766,4,977166262
170,792,4,977166262
170,795,4,977166938
170,945,4,977167096
170,955,4,977167096
170,1682,5,977166964
170,1843,4,977167038
170,2130,3,977167008
170,2504,5,977166985
170,2510,4,977167038
170,2680,3,977166938
171,41,3,977164808
171,64,3,977164765
171,76,4,977164808
171,121,4,977164923
171,140,3,977164765
171,218,3,977164964
171,276,4,977164861
171,338,4,977164923
171,746,4,977164788
171,795,3,977164861
171,945,5,977164923
171,960,5,977164923
171,994,2,977164765
171,1120,4,977164861
171,1237,3,977164923
171,1240,5,977164923
171,1449,3,977164947
171,1450,4,977164947
171,1451,3,977164923
171,1456,4,977164947
171,1498,3,977164765
171,1662,3,977164978
171,2294,4,977164923
188,26,4,977028220
188,38,5,977028564
188,44,3,977028732
188,48,5,977028220
188,60,2,977028732
188,104,5,977028596
188,128,4,977028191
188,147,5,977028856
188,167,5,977028269
188,196,5,977028651
188,197,4,977028652
188,280,5,977028800
188,317,3,977028416
188,375,5,977028759
188,506,5,977028610
188,508,5,977028821
188,526,5,977028933
188,545,4,977028547
188,788,4,977028679
188,827,4,977028781
188,862,5,977028692
188,1109,5,977028872
188,1155,4,977028362
188,1162,3,977028362
188,1302,5,977028777
188,1408,3,977028185
188,1466,2,977028204
188,1841,5,977028402
188,1933,3,977028435
188,2054,1,977028474
188,2535,1,977028328
190,0,3,977026629
190,19,3,977099053
190,44,4,977026554
190,104,5,977026865
190,133,2,977027367
190,175,4,977026974
190,184,2,977028124
190,335,4,977027407
190,343,5,977099083
190,368,3,977026699
190,447,4,977026918
190,506,5,977026865
190,601,1,977027626
190,638,3,977026629
190,657,5,977026737
190,787,4,977099101
190,788,3,977026865
190,825,5,977026937
190,873,4,977027367
190,895,4,977026797
190,1173,3,977027660
190,1219,2,977099101
190,1357,3,977026797
190,1369,2,977099215
190,1849,4,977026737
190,1912,3,977026681
190,1954,1,977026554
190,2249,3,977027601
190,2767,4,977026737
195,0,4,977004875
195,38,5,977005495
195,51,5,977005223
195,67,5,977005223
195,95,4,977005540
195,104,5,977005223
195,128,3,977005387
195,217,5,977005465
195,244,5,977005223
195,246,3,977005387
195,259,5,977005387
195,313,4,977005495
195,321,4,977005387
195,336,4,977005429
195,382,4,977004911
195,420,3,977004911
195,434,4,977004941
195,486,4,977005465
195,499,4,977005286
195,517,3,977005057
195,531,4,977005286
195,559,3,977005387
195,629,5,977005465
195,714,3,977005465
195,831,5,977005012
195,905,3,977004941
195,1105,5,977005012
195,1240,5,977005429
195,1253,4,977005465
195,1546,3,977005540
195,1555,3,977004875
195,2273,4,977005286
196,5,5,977003742
196,22,2,977003715
196,52,5,977004310
196,84,5,977004238
196,85,4,977004284
196,104,5,977029046
196,109,5,977004334
196,113,3,977003680
196,117,2,977003650
196,128,4,977004030
196,147,3,977004414
196,167,5,977003951
196,353,2,977004480
196,437,3,977004480
196,499,4,977004785
196,505,5,977004098
196,524,4,977004257
196,527,4,977004178
196,831,3,977004002
196,902,4,977003680
196,1228,4,977004146
196,2394,5,977028998
199,3,5,976958202
199,4,3,976958024
199,184,4,976957992
199,231,2,976958024
199,277,4,976957926
199,315,3,976958202
199,352,3,976957970
199,354,2,976958156
199,360,5,976957970
199,418,4,976957604
199,464,5,976957604
199,512,4,976957970
199,531,4,976958135
199,779,5,976958135
199,788,2,976957926
199,862,5,976957420
199,866,5,976957992
199,919,2,976958202
199,927,2,976957970
199,932,2,976958156
199,1080,4,976957366
199,1383,2,976957387
199,1841,5,976957420
199,1853,3,976957970
199,2160,3,976957387
199,2268,1,976957604
205,0,1,976921007
205,44,5,976921300
205,86,5,976921209
205,96,4,976921300
205,113,5,976921209
205,124,5,976921300
205,132,5,976921300
205,209,5,976921300
205,237,5,976921209
205,389,1,976921049
205,392,1,976921049
205,467,5,976921300
205,584,5,976921049
205,593,1,976921049
205,603,1,976921209
205,662,3,976921300
205,702,4,976921209
205,714,5,976921300
205,831,1,976921139
205,860,2,976921209
205,937,1,976921049
205,993,5,976921209
205,1248,3,976921007
205,1345,4,976921007
205,1604,1,976921049
205,1690,1,976921049
205,1986,3,976921209
205,2048,1,976921139
205,2117,2,976921049
205,2638,2,976921049
206,15,2,976917462
206,27,4,976917387
206,64,4,976917326
206,104,5,976917441
206,113,3,976917529
206,124,5,976917346
206,237,4,976917462
206,267,4,976917542
206,499,4,976917462
206,531,4,976917477
206,533,3,976917513
206,544,1,976917582
206,702,3,976917513
206,764,4,976917571
206,860,3,976917571
206,1131,4,976917513
206,1229,2,976917529
206,1335,4,976917556
206,1459,5,976917489
206,1712,4,976917513
206,1837,4,976917346
206,2256,1,976917365
206,2394,4,976917441
208,4,4,976911691
208,22,4,976911399
208,104,2,976911593
208,171,4,976911466
208,277,3,976911593
208,315,2,976911810
208,396,3,976911368
208,435,3,976911810
208,508,4,976911731
208,534,3,976911422
208,651,4,976911593
208,788,5,976911593
208,866,3,976911654
208,927,2,976911623
208,932,3,976911766
208,936,3,976911731
208,938,2,976911810
208,1194,4,976911466
208,1343,3,976911466
208,1654,4,976911810
208,1691,2,976911399
208,1844,2,976911766
208,1877,3,976911466
208,2025,4,976911731
208,2151,3,976911810
212,4,5,976900209
212,20,4,976900356
212,33,5,976900243
212,40,5,976900243
212,44,4,976900058
212,50,5,976900243
212,64,4,976900034
212,92,5,976900045
212,116,3,976900243
212,153,4,976900016
212,189,4,976900398
212,252,5,976900356
212,381,3,976900264
212,537,3,976900356
212,551,4,976900379
212,686,4,976900283
212,703,5,976900426
212,814,4,976900426
212,895,5,976900016
212,1256,4,976900320
212,1365,4,976900356
212,1526,4,976900497
216,5,5,976856308
216,13,5,976856407
216,26,3,976856267
216,58,3,976856598
216,64,3,976856287
216,68,4,976856586
216,104,4,976856488
216,113,3,976856503
216,171,4,976856328
216,236,3,976856488
216,246,3,976856297
216,259,5,976856431
216,386,5,976856419
216,534,4,976856730
216,544,1,976856619
216,853,5,976856619
216,860,2,976856619
216,891,5,976856632
216,1011,5,976856442
216,1176,2,976856386
220,22,4,976834876
220,58,3,976835191
220,246,4,976835148
220,251,5,976835172
220,263,5,976835274
220,292,5,976835148
220,305,4,976835172
220,343,3,976835212
220,374,4,976835244
220,486,2,976834876
220,488,4,976835191
220,831,5,976835091
220,882,2,976835191
220,905,3,976835172
220,911,3,976835244
220,1118,4,976835244
220,1172,2,976835191
220,1258,3,976835191
220,1407,4,976835172
220,1797,2,976834876
220,2011,3,976835148
220,2050,2,976835148
220,2117,4,976835148
220,2372,3,976835274
220,2404,2,976835212
220,2430,3,976834876
220,2537,1,976834876
220,2593,2,976834876
220,2807,3,976835109
225,15,5,976830774
225,52,5,976830818
225,105,5,976830752
225,124,3,976830668
225,136,2,976830393
225,153,3,976830460
225,168,4,976830685
225,183,4,976830717
225,210,4,976830752
225,273,4,976830792
225,392,4,976830393
225,547,5,976830792
225,568,2,976830393
225,755,3,976830717
225,1003,3,976830460
225,1023,3,976830774
225,1049,4,976830818
225,1070,2,976830668
225,1104,2,976830393
225,1298,5,976830668
225,2538,3,976830460
226,0,4,976829587
226,38,5,976830241
226,43,4,976830210
226,60,2,976829508
226,68,3,976830069
226,94,3,976830173
226,134,2,976830241
226,171,4,976829473
226,184,4,976829924
226,273,5,976830069
226,277,3,976829813
226,315,3,976830014
226,317,5,976830039
226,363,4,976829992
226,372,3,976829956
226,454,4,976830039
226,603,3,976829555
226,661,3,976829555
226,672,4,976830283
226,697,1,976829843
226,733,3,976830069
226,790,2,976829924
226,860,1,976830146
226,873,4,976829843
226,897,2,976830264
226,898,4,976830264
226,1135,3,976830103
226,1387,4,976830173
227,3,5,989594538
227,4,5,976826894
227,64,4,976826810
227,68,4,976827028
227,86,4,976827150
227,104,5,976826940
227,113,5,976827028
227,231,2,976826894
227,237,4,977765145
227,259,5,976826850
227,267,4,976827279
227,331,5,976826965
227,340,5,989594737
227,376,4,976826894
227,387,4,977765273
227,406,4,976827074
227,499,5,976827011
227,519,4,989594652
227,526,1,976827538
227,545,4,976827319
227,790,4,976827774
227,853,4,989594678
227,860,1,976827150
227,885,4,976826810
227,952,2,991622423
227,993,4,976827218
227,1171,4,989595202
227,1229,4,976827011
227,1232,5,976826940
227,1244,5,993150525
227,1712,4,976827063
233,23,5,976773143
233,67,5,976773303
233,87,5,979270877
233,124,4,976773001
233,127,5,976773001
233,147,5,976773350
233,160,4,976772663
233,167,5,976773100
233,177,1,976773664
233,186,4,976773001
233,312,4,976772663
233,439,5,976773496
233,482,4,979271008
233,510,4,976773227
233,518,5,979270956
233,559,5,979270835
233,572,4,976773634
233,669,4,976772663
233,746,3,976772663
233,904,4,976773584
233,926,5,979270981
233,1098,5,976773827
233,1109,4,976773001
233,1168,5,976773744
233,1545,4,976772749
233,1596,3,976772663
233,2064,4,979271223
233,2222,5,976773527
233,2624,5,976773193
245,4,5,976728505
245,10,4,976728021
245,13,5,976728330
245,15,5,976728639
245,22,4,976728426
245,40,5,976728579
245,48,5,976728021
245,50,5,976728464
245,64,3,976728056
245,84,5,976728487
245,116,3,976728403
245,164,2,976728608
245,206,3,976728403
245,273,5,976728487
245,381,3,976728403
245,531,3,976728362
245,565,4,976728362
245,596,3,976728703
245,608,3,976728703
245,616,4,976728487
245,741,5,976728718
245,935,3,976728071
245,1165,3,976728622
245,1181,4,976728021
245,1301,5,976728543
245,1359,4,976728521
245,1403,5,976728543
245,1413,4,976728464
245,2184,4,976728426
246,18,4,976728337
246,23,5,976728163
246,26,3,976728574
246,47,5,976727990
246,48,2,976727587
246,149,4,976728216
246,159,3,976728055
246,167,5,976728104
246,174,3,976728055
246,200,3,976727587
246,216,3,976727623
246,244,4,976728364
246,256,5,976728364
246,292,5,976728337
246,328,3,976728364
246,372,4,976727883
246,381,5,976728462
246,406,3,976727623
246,435,3,976728216
246,542,3,976728500
246,716,5,976728364
246,763,5,976728574
246,861,4,976727587
246,906,3,976728241
246,1049,5,976728544
246,1096,5,976727587
246,1098,4,976728442
246,1228,4,976728385
246,1233,5,976727946
246,1610,3,976728303
246,1738,4,976728104
249,15,5,976724358
249,26,3,976724253
249,58,4,976724438
249,86,4,976724500
249,104,3,976724332
249,113,4,976724382
249,171,4,976724273
249,209,4,976724227
249,226,4,976724418
249,519,5,976724382
249,526,4,976724609
249,702,5,976724418
249,728,5,976724332
249,888,3,976724227
249,1216,3,976724477
249,1232,4,976724358
249,1505,3,976724516
249,1521,2,976724460
249,1914,3,976724253
249,2172,3,976724273
253,22,4,976682074
253,209,4,976682196
253,212,4,976682196
253,213,4,976682172
253,273,4,976682196
253,374,2,976682196
253,431,4,976682172
253,434,4,976682101
253,545,5,976682263
253,594,3,976682218
253,600,3,976682218
253,678,3,976682101
253,764,4,976682101
253,948,4,976682236
253,990,4,976682172
253,1008,3,976682074
253,1072,4,976682074
253,1111,4,976682236
253,1158,4,976682172
253,1535,5,976682218
253,1854,3,976682101
253,2351,3,976682218
253,2459,5,976682218
268,38,3,976640276
268,39,3,976639999
268,43,5,976659107
268,92,3,976659402
268,113,3,976639999
268,246,5,976639971
268,305,5,976640296
268,311,4,977102135
268,315,5,977102253
268,323,5,976659206
268,372,5,976659128
268,381,5,976659206
268,471,3,976659228
268,499,5,976658857
268,517,5,976640551
268,701,4,976639999
268,806,5,976640442
268,836,4,976640505
268,837,2,977102148
268,901,5,976640182
268,936,1,976659375
268,1254,4,976640418
268,1525,3,977102175
268,1528,2,976659419
268,1665,4,976659343
268,1801,4,976640472
268,1813,1,976639971
268,2138,2,977102264
268,2222,4,976639971
268,2765,5,976659472
275,15,4,976589092
275,27,2,976588922
275,58,2,976589260
275,104,5,976589092
275,113,4,976589199
275,147,4,976588956
275,226,3,976589199
275,379,4,976589199
275,416,4,976589306
275,434,4,976588956
275,463,4,976589260
275,603,3,976589199
275,609,3,976589092
275,728,4,976589092
275,764,2,976589374
275,770,4,976588922
275,1130,4,976588956
275,1131,2,976589155
275,1144,2,976588922
275,1231,5,976589125
275,1232,4,976589092
275,1278,5,976589092
275,1532,3,976588922
276,5,4,976586820
276,38,5,976586831
276,41,4,976586866
276,60,4,976587285
276,62,3,976587285
276,64,4,976586950
276,97,4,976587285
276,113,4,976587310
276,116,4,976587150
276,128,4,976586986
276,132,5,976587285
276,134,4,976587166
276,148,3,976587244
276,171,4,976587150
276,189,4,976587310
276,280,4,976586950
276,283,3,976587244
276,417,4,976587244
276,504,2,976587244
276,733,3,976587310
276,982,4,976587150
276,1415,2,976586986
281,27,4,976570731
281,38,4,976571097
281,78,4,976571447
281,79,3,976571815
281,90,4,976571620
281,91,2,976572019
281,104,4,976570595
281,113,3,976570656
281,117,3,976571602
281,128,5,976570941
281,132,3,976571138
281,150,4,976570812
281,195,3,976571466
281,210,4,976571056
281,242,5,976571138
281,277,3,976571650
281,404,3,976571754
281,465,4,976571602
281,887,3,976571569
281,894,3,976571523
281,905,4,976571447
281,1039,5,976571602
281,1158,4,976570999
281,1192,3,976571993
281,1202,2,976571913
281,1672,4,976571701
281,2141,4,976571780
281,2347,3,976571886
281,2379,2,976570699
282,4,5,976570335
282,21,5,976570453
282,23,5,976570372
282,44,5,976570414
282,48,5,976570506
282,58,5,976570486
282,60,5,976570486
282,92,5,976570435
282,119,5,976570256
282,146,5,976570414
282,171,5,976570335
282,228,5,976570256
282,264,4,976570506
282,267,5,976570335
282,454,5,976570256
282,555,5,976570335
282,558,5,976570389
282,669,5,976570453
282,880,5,976570414
282,935,5,976570335
